code	vaccinationsTotal	peopleFirstTotal	peopleFullTotal
DE-BB	3044504	1588562	1526459
DE-BE	4994697	2530340	2438044
DE-BUND	371373	193500	185431
DE-BW	14389803	7384458	7181420
DE-BY	16965789	8705806	8451849
DE-HB	1057892	550498	529650
DE-HE	8368698	4344664	4127283
DE-HH	2641953	1370024	1324815
DE-MV	2090213	1079304	1045242
DE-NI	10929615	5743119	5468676
DE-NW	25430496	13213447	12537794
DE-RP	5568530	2905391	2721081
DE-SH	4191042	2147992	2075112
DE-SL	1438946	744039	718749
DE-SN	4630037	2387595	2293551
DE-ST	2718867	1407522	1370591
DE-TH	2563567	1313667	1281379
