BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
42,71.19,17,28.81,59,5,4,8.47,80,04012,"Bremerhaven, Stadt",null,4
45,83.33,9,16.67,54,5,5,9.26,100,08125,Heilbronn,null,2
28,66.67,14,33.33,42,3,3,7.14,100,01056,Pinneberg,null,2
67,80.72,16,19.28,83,7,4,8.43,57.14,05382,Rhein-Sieg-Kreis,null,7
73,71.57,29,28.43,102,9,3,8.82,33.33,05316,"Leverkusen, Stadt",null,5
46,75.41,15,24.59,61,1,1,1.64,100,12068,Ostprignitz-Ruppin,null,3
12,57.14,9,42.86,21,2,2,9.52,100,07233,Vulkaneifel,null,2
31,75.61,10,24.39,41,3,1,7.32,33.33,07141,Rhein-Lahn-Kreis,null,5
97,91.51,9,8.49,106,9,6,8.49,66.67,08416,Tübingen,null,5
259,89,32,11,291,63,29,21.65,46.03,06412,"Frankfurt am Main, Stadt",null,17
18,66.67,9,33.33,27,3,2,11.11,66.67,08336,Lörrach,null,2
179,89.95,20,10.05,199,19,9,9.55,47.37,08311,"Freiburg im Breisgau, Stadtkreis",null,7
110,93.22,8,6.78,118,15,5,12.71,33.33,16053,"Jena, Stadt",null,3
57,51.35,54,48.65,111,27,0,24.32,0,16064,Unstrut-Hainich-Kreis,null,4
23,79.31,6,20.69,29,2,2,6.9,100,03102,"Salzgitter, Stadt",null,2
91,84.26,17,15.74,108,3,2,2.78,66.67,13003,Rostock,null,3
65,75.58,21,24.42,86,15,12,17.44,80,05122,"Solingen, Klingenstadt",null,4
25,69.44,11,30.56,36,4,2,11.11,50,06636,Werra-Meißner-Kreis,null,3
12,57.14,9,42.86,21,2,1,9.52,50,12071,Spree-Neiße,null,3
41,59.42,28,40.58,69,8,3,11.59,37.5,08435,Bodenseekreis,null,5
10,58.82,7,41.18,17,5,5,29.41,100,06439,Rheingau-Taunus-Kreis,null,2
51,82.26,11,17.74,62,3,1,4.84,33.33,08315,Breisgau-Hochschwarzwald,null,4
1122,87.66,158,12.34,1280,311,201,24.3,64.63,11000,"Berlin, Stadt",null,64
166,83.42,33,16.58,199,18,12,9.05,66.67,05911,"Bochum, Stadt",null,8
15,51.72,14,48.28,29,4,2,13.79,50,15086,Jerichower Land,null,2
17,73.91,6,26.09,23,1,1,4.35,100,09777,Ostallgäu,null,3
11,61.11,7,38.89,18,4,2,22.22,50,07332,Bad Dürkheim,null,2
16,80,4,20,20,7,3,35,42.86,09177,Erding,null,1
48,50,48,50,96,6,2,6.25,33.33,03454,Emsland,null,10
28,68.29,13,31.71,41,0,0,0,0,09185,Neuburg-Schrobenhausen,null,4
111,76.03,35,23.97,146,14,10,9.59,71.43,09663,Würzburg,null,4
17,70.83,7,29.17,24,2,0,8.33,0,01059,Schleswig-Flensburg,null,1
11,78.57,3,21.43,14,0,0,0,0,09375,Regensburg,null,2
50,79.37,13,20.63,63,2,2,3.17,100,09462,Bayreuth,null,7
13,81.25,3,18.75,16,2,0,12.5,0,08425,Alb-Donau-Kreis,null,2
18,100,0,0,18,6,3,33.33,50,09762,Kaufbeuren,null,1
69,84.15,13,15.85,82,2,1,2.44,50,12069,Potsdam-Mittelmark,null,3
28,100,0,0,28,3,3,10.71,100,09174,Dachau,null,1
20,83.33,4,16.67,24,2,1,8.33,50,03256,Nienburg (Weser),null,1
31,77.5,9,22.5,40,6,4,15,66.67,06431,Bergstraße,null,5
7,87.5,1,12.5,8,0,0,0,0,09671,Aschaffenburg,null,1
51,65.38,27,34.62,78,6,2,7.69,33.33,07138,Neuwied,null,7
80,68.97,36,31.03,116,12,3,10.34,25,07111,"Koblenz, kreisfreie Stadt",null,6
9,100,0,0,9,2,2,22.22,100,03458,Oldenburg,null,1
9,64.29,5,35.71,14,5,0,35.71,0,09371,Amberg-Sulzbach,null,1
26,53.06,23,46.94,49,1,0,2.04,0,05762,Höxter,null,6
50,68.49,23,31.51,73,12,8,16.44,66.67,03254,Hildesheim,null,7
11,84.62,2,15.38,13,0,0,0,0,07337,Südliche Weinstraße,null,2
9,64.29,5,35.71,14,2,2,14.29,100,09778,Unterallgäu,null,2
137,92.57,11,7.43,148,13,5,8.78,38.46,06534,Marburg-Biedenkopf,null,3
8,57.14,6,42.86,14,0,0,0,0,07235,Trier-Saarburg,null,2
14,66.67,7,33.33,21,6,5,28.57,83.33,07334,Germersheim,null,2
80,75.47,26,24.53,106,28,16,26.42,57.14,14524,Zwickau,null,7
160,89.89,18,10.11,178,26,12,14.61,46.15,14511,"Chemnitz, Stadt",null,7
7,53.85,6,46.15,13,1,0,7.69,0,07140,Rhein-Hunsrück-Kreis,null,2
11,68.75,5,31.25,16,3,3,18.75,100,09471,Bamberg,null,2
