BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
29,58,21,42,50,2,1,4,50,01001,"Flensburg, Stadt",null,3
116,70.3,49,29.7,165,2,2,1.21,100,01002,"Kiel, Landeshauptstadt",null,5
99,71.74,39,28.26,138,3,2,2.17,66.67,01003,"Lübeck, Hansestadt",null,2
19,76,6,24,25,0,0,0,0,01004,"Neumünster, Stadt",null,1
33,75,11,25,44,1,1,2.27,100,01051,Dithmarschen,null,1
13,65,7,35,20,1,1,5,100,01053,Herzogtum Lauenburg,null,2
15,51.72,14,48.28,29,0,0,0,0,01054,Nordfriesland,null,3
28,54.9,23,45.1,51,1,1,1.96,100,01055,Ostholstein,null,3
18,58.06,13,41.94,31,4,2,12.9,50,01056,Pinneberg,null,2
7,58.33,5,41.67,12,4,4,33.33,100,01057,Plön,null,1
27,64.29,15,35.71,42,1,0,2.38,0,01058,Rendsburg-Eckernförde,null,5
16,66.67,8,33.33,24,1,1,4.17,100,01059,Schleswig-Flensburg,null,1
77,65.81,40,34.19,117,2,0,1.71,0,01060,Segeberg,null,4
35,71.43,14,28.57,49,3,0,6.12,0,01061,Steinburg,null,3
29,60.42,19,39.58,48,2,0,4.17,0,01062,Stormarn,null,3
578,78.96,154,21.04,732,85,51,11.61,60,02000,"Hamburg, Freie und Hansestadt",null,34
98,67.59,47,32.41,145,4,3,2.76,75,03101,"Braunschweig, Stadt",null,7
23,79.31,6,20.69,29,8,6,27.59,75,03102,"Salzgitter, Stadt",null,2
24,66.67,12,33.33,36,2,1,5.56,50,03103,"Wolfsburg, Stadt",null,1
20,86.96,3,13.04,23,4,2,17.39,50,03151,Gifhorn,null,2
31,65.96,16,34.04,47,3,2,6.38,66.67,03153,Goslar,null,3
14,53.85,12,46.15,26,1,1,3.85,100,03154,Helmstedt,null,1
16,76.19,5,23.81,21,1,0,4.76,0,03155,Northeim,null,2
11,50,11,50,22,0,0,0,0,03157,Peine,null,1
12,75,4,25,16,4,3,25,75,03158,Wolfenbüttel,null,1
144,77.42,42,22.58,186,7,3,3.76,42.86,03159,Göttingen,null,8
345,63.07,202,36.93,547,32,23,5.85,71.88,03241,Region Hannover,null,19
10,52.63,9,47.37,19,6,6,31.58,100,03251,Diepholz,null,3
58,82.86,12,17.14,70,2,0,2.86,0,03252,Hameln-Pyrmont,null,6
59,79.73,15,20.27,74,10,6,13.51,60,03254,Hildesheim,null,7
10,71.43,4,28.57,14,0,0,0,0,03255,Holzminden,null,1
21,87.5,3,12.5,24,2,1,8.33,50,03256,Nienburg (Weser),null,1
19,90.48,2,9.52,21,2,2,9.52,100,03257,Schaumburg,null,1
24,68.57,11,31.43,35,5,4,14.29,80,03351,Celle,null,2
10,66.67,5,33.33,15,3,2,20,66.67,03352,Cuxhaven,null,2
28,77.78,8,22.22,36,4,1,11.11,25,03353,Harburg,null,3
8,100,0,0,8,0,0,0,0,03354,Lüchow-Dannenberg,null,1
34,80.95,8,19.05,42,5,1,11.9,20,03355,Lüneburg,null,4
12,92.31,1,7.69,13,2,1,15.38,50,03356,Osterholz,null,3
28,73.68,10,26.32,38,3,1,7.89,33.33,03357,Rotenburg (Wümme),null,3
14,70,6,30,20,2,1,10,50,03358,Heidekreis,null,2
27,77.14,8,22.86,35,2,1,5.71,50,03359,Stade,null,3
58,70.73,24,29.27,82,2,1,2.44,50,03360,Uelzen,null,2
11,73.33,4,26.67,15,4,2,26.67,50,03361,Verden,null,2
17,85,3,15,20,6,6,30,100,03401,"Delmenhorst, Stadt",null,1
11,55,9,45,20,1,0,5,0,03402,"Emden, Stadt",null,1
101,87.83,14,12.17,115,12,11,10.43,91.67,03403,"Oldenburg (Oldenburg), Stadt",null,5
96,84.21,18,15.79,114,11,5,9.65,45.45,03404,"Osnabrück, Stadt",null,5
19,47.5,21,52.5,40,1,1,2.5,100,03405,"Wilhelmshaven, Stadt",null,2
25,75.76,8,24.24,33,5,1,15.15,20,03451,Ammerland,null,3
25,64.1,14,35.9,39,6,0,15.38,0,03452,Aurich,null,4
21,80.77,5,19.23,26,7,4,26.92,57.14,03453,Cloppenburg,null,3
39,45.88,46,54.12,85,10,4,11.76,40,03454,Emsland,null,10
25,67.57,12,32.43,37,3,2,8.11,66.67,03455,Friesland,null,2
23,71.88,9,28.13,32,7,3,21.88,42.86,03456,Grafschaft Bentheim,null,1
15,37.5,25,62.5,40,1,1,2.5,100,03457,Leer,null,6
8,88.89,1,11.11,9,2,2,22.22,100,03458,Oldenburg,null,1
61,50.83,59,49.17,120,3,2,2.5,66.67,03459,Osnabrück,null,7
28,77.78,8,22.22,36,2,2,5.56,100,03460,Vechta,null,5
10,58.82,7,41.18,17,0,0,0,0,03461,Wesermarsch,null,2
5,62.5,3,37.5,8,0,0,0,0,03462,Wittmund,null,1
140,80.92,33,19.08,173,28,21,16.18,75,04011,"Bremen, Stadt",null,10
44,74.58,15,25.42,59,6,4,10.17,66.67,04012,"Bremerhaven, Stadt",null,4
245,83.33,49,16.67,294,35,17,11.9,48.57,05111,"Düsseldorf, Stadt",null,13
176,81.48,40,18.52,216,35,22,16.2,62.86,05112,"Duisburg, Stadt",null,16
316,83.38,63,16.62,379,45,32,11.87,71.11,05113,"Essen, Stadt",null,16
84,83.17,17,16.83,101,20,16,19.8,80,05114,"Krefeld, Stadt",null,7
81,81.82,18,18.18,99,23,11,23.23,47.83,05116,"Mönchengladbach, Stadt",null,6
30,85.71,5,14.29,35,6,2,17.14,33.33,05117,"Mülheim an der Ruhr, Stadt",null,2
63,64.29,35,35.71,98,17,7,17.35,41.18,05119,"Oberhausen, Stadt",null,7
27,90,3,10,30,9,6,30,66.67,05120,"Remscheid, Stadt",null,1
65,75.58,21,24.42,86,19,8,22.09,42.11,05122,"Solingen, Klingenstadt",null,4
124,82.67,26,17.33,150,20,12,13.33,60,05124,"Wuppertal, Stadt",null,7
49,71.01,20,28.99,69,6,3,8.7,50,05154,Kleve,null,8
39,63.93,22,36.07,61,13,5,21.31,38.46,05158,Mettmann,null,7
82,75.93,26,24.07,108,15,7,13.89,46.67,05162,Rhein-Kreis Neuss,null,7
25,62.5,15,37.5,40,9,7,22.5,77.78,05166,Viersen,null,4
99,69.23,44,30.77,143,27,13,18.88,48.15,05170,Wesel,null,11
229,84.19,43,15.81,272,34,20,12.5,58.82,05314,"Bonn, Stadt",null,17
422,91.94,37,8.06,459,99,67,21.57,67.68,05315,"Köln, Stadt",null,31
73,72.28,28,27.72,101,8,3,7.92,37.5,05316,"Leverkusen, Stadt",null,5
268,90.54,28,9.46,296,45,38,15.2,84.44,05334,Städteregion Aachen,null,13
52,73.24,19,26.76,71,13,7,18.31,53.85,05358,Düren,null,7
49,70,21,30,70,16,9,22.86,56.25,05362,Rhein-Erft-Kreis,null,7
22,75.86,7,24.14,29,5,0,17.24,0,05366,Euskirchen,null,3
29,80.56,7,19.44,36,7,4,19.44,57.14,05370,Heinsberg,null,3
73,75.26,24,24.74,97,14,8,14.43,57.14,05374,Oberbergischer Kreis,null,6
38,80.85,9,19.15,47,8,3,17.02,37.5,05378,Rheinisch-Bergischer Kreis,null,4
61,74.39,21,25.61,82,8,4,9.76,50,05382,Rhein-Sieg-Kreis,null,7
32,59.26,22,40.74,54,8,0,14.81,0,05512,"Bottrop, Stadt",null,2
