BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
31,62,19,38,50,1,1,2,100,01001,"Flensburg, Stadt",null,3
122,74.85,41,25.15,163,3,1,1.84,33.33,01002,"Kiel, Landeshauptstadt",null,5
103,74.64,35,25.36,138,2,2,1.45,100,01003,"Lübeck, Hansestadt",null,2
19,76,6,24,25,0,0,0,0,01004,"Neumünster, Stadt",null,1
31,70.45,13,29.55,44,0,0,0,0,01051,Dithmarschen,null,1
15,75,5,25,20,1,1,5,100,01053,Herzogtum Lauenburg,null,2
23,58.97,16,41.03,39,0,0,0,0,01054,Nordfriesland,null,3
29,64.44,16,35.56,45,1,0,2.22,0,01055,Ostholstein,null,3
23,58.97,16,41.03,39,1,1,2.56,100,01056,Pinneberg,null,2
7,58.33,5,41.67,12,4,4,33.33,100,01057,Plön,null,1
25,59.52,17,40.48,42,1,0,2.38,0,01058,Rendsburg-Eckernförde,null,5
17,70.83,7,29.17,24,0,0,0,0,01059,Schleswig-Flensburg,null,1
81,69.23,36,30.77,117,3,1,2.56,33.33,01060,Segeberg,null,4
34,69.39,15,30.61,49,2,1,4.08,50,01061,Steinburg,null,3
37,75.51,12,24.49,49,4,2,8.16,50,01062,Stormarn,null,3
595,80.3,146,19.7,741,76,41,10.26,53.95,02000,"Hamburg, Freie und Hansestadt",null,34
98,67.59,47,32.41,145,4,3,2.76,75,03101,"Braunschweig, Stadt",null,7
21,72.41,8,27.59,29,8,5,27.59,62.5,03102,"Salzgitter, Stadt",null,2
22,61.11,14,38.89,36,1,1,2.78,100,03103,"Wolfsburg, Stadt",null,1
17,73.91,6,26.09,23,2,0,8.7,0,03151,Gifhorn,null,2
28,62.22,17,37.78,45,2,2,4.44,100,03153,Goslar,null,3
16,61.54,10,38.46,26,0,0,0,0,03154,Helmstedt,null,1
14,66.67,7,33.33,21,0,0,0,0,03155,Northeim,null,2
13,76.47,4,23.53,17,2,1,11.76,50,03157,Peine,null,1
14,87.5,2,12.5,16,3,2,18.75,66.67,03158,Wolfenbüttel,null,1
130,70.27,55,29.73,185,7,3,3.78,42.86,03159,Göttingen,null,8
356,64.49,196,35.51,552,32,22,5.8,68.75,03241,Region Hannover,null,19
15,75,5,25,20,5,5,25,100,03251,Diepholz,null,3
59,83.1,12,16.9,71,3,1,4.23,33.33,03252,Hameln-Pyrmont,null,6
49,66.22,25,33.78,74,6,4,8.11,66.67,03254,Hildesheim,null,7
9,64.29,5,35.71,14,0,0,0,0,03255,Holzminden,null,1
19,79.17,5,20.83,24,2,1,8.33,50,03256,Nienburg (Weser),null,1
20,95.24,1,4.76,21,4,2,19.05,50,03257,Schaumburg,null,1
29,82.86,6,17.14,35,4,4,11.43,100,03351,Celle,null,2
6,40,9,60,15,2,2,13.33,100,03352,Cuxhaven,null,2
29,80.56,7,19.44,36,4,1,11.11,25,03353,Harburg,null,3
8,100,0,0,8,0,0,0,0,03354,Lüchow-Dannenberg,null,1
37,88.1,5,11.9,42,4,1,9.52,25,03355,Lüneburg,null,4
12,92.31,1,7.69,13,1,1,7.69,100,03356,Osterholz,null,3
28,73.68,10,26.32,38,4,3,10.53,75,03357,Rotenburg (Wümme),null,3
16,80,4,20,20,6,1,30,16.67,03358,Heidekreis,null,2
25,75.76,8,24.24,33,1,1,3.03,100,03359,Stade,null,3
63,76.83,19,23.17,82,1,0,1.22,0,03360,Uelzen,null,2
8,53.33,7,46.67,15,2,1,13.33,50,03361,Verden,null,2
16,64,9,36,25,6,5,24,83.33,03401,"Delmenhorst, Stadt",null,1
15,75,5,25,20,2,0,10,0,03402,"Emden, Stadt",null,1
94,85.45,16,14.55,110,11,10,10,90.91,03403,"Oldenburg (Oldenburg), Stadt",null,5
93,76.23,29,23.77,122,12,5,9.84,41.67,03404,"Osnabrück, Stadt",null,5
22,55,18,45,40,1,1,2.5,100,03405,"Wilhelmshaven, Stadt",null,2
26,78.79,7,21.21,33,3,0,9.09,0,03451,Ammerland,null,3
24,61.54,15,38.46,39,6,0,15.38,0,03452,Aurich,null,4
27,93.1,2,6.9,29,11,6,37.93,54.55,03453,Cloppenburg,null,3
50,53.76,43,46.24,93,12,6,12.9,50,03454,Emsland,null,10
28,75.68,9,24.32,37,0,0,0,0,03455,Friesland,null,2
25,78.13,7,21.88,32,8,4,25,50,03456,Grafschaft Bentheim,null,1
15,40.54,22,59.46,37,2,1,5.41,50,03457,Leer,null,6
8,88.89,1,11.11,9,1,1,11.11,100,03458,Oldenburg,null,1
60,50.85,58,49.15,118,3,1,2.54,33.33,03459,Osnabrück,null,7
24,66.67,12,33.33,36,3,2,8.33,66.67,03460,Vechta,null,5
11,64.71,6,35.29,17,0,0,0,0,03461,Wesermarsch,null,2
8,100,0,0,8,0,0,0,0,03462,Wittmund,null,1
157,88.7,20,11.3,177,34,22,19.21,64.71,04011,"Bremen, Stadt",null,10
24,63.16,14,36.84,38,2,1,5.26,50,04012,"Bremerhaven, Stadt",null,3
242,82.31,52,17.69,294,36,22,12.24,61.11,05111,"Düsseldorf, Stadt",null,13
180,80,45,20,225,34,22,15.11,64.71,05112,"Duisburg, Stadt",null,16
341,88.34,45,11.66,386,41,35,10.62,85.37,05113,"Essen, Stadt",null,16
87,84.47,16,15.53,103,15,13,14.56,86.67,05114,"Krefeld, Stadt",null,7
76,80,19,20,95,22,14,23.16,63.64,05116,"Mönchengladbach, Stadt",null,6
28,80,7,20,35,8,2,22.86,25,05117,"Mülheim an der Ruhr, Stadt",null,2
58,59.18,40,40.82,98,11,8,11.22,72.73,05119,"Oberhausen, Stadt",null,7
28,93.33,2,6.67,30,10,7,33.33,70,05120,"Remscheid, Stadt",null,1
62,72.09,24,27.91,86,17,10,19.77,58.82,05122,"Solingen, Klingenstadt",null,4
130,87.84,18,12.16,148,17,15,11.49,88.24,05124,"Wuppertal, Stadt",null,7
47,63.51,27,36.49,74,6,2,8.11,33.33,05154,Kleve,null,8
48,78.69,13,21.31,61,14,6,22.95,42.86,05158,Mettmann,null,7
90,82.57,19,17.43,109,7,5,6.42,71.43,05162,Rhein-Kreis Neuss,null,7
25,62.5,15,37.5,40,8,4,20,50,05166,Viersen,null,4
106,73.1,39,26.9,145,29,13,20,44.83,05170,Wesel,null,11
226,83.39,45,16.61,271,26,20,9.59,76.92,05314,"Bonn, Stadt",null,17
423,92.16,36,7.84,459,91,56,19.83,61.54,05315,"Köln, Stadt",null,31
79,78.22,22,21.78,101,6,2,5.94,33.33,05316,"Leverkusen, Stadt",null,5
275,92.59,22,7.41,297,49,39,16.5,79.59,05334,Städteregion Aachen,null,13
58,85.29,10,14.71,68,14,8,20.59,57.14,05358,Düren,null,7
51,72.86,19,27.14,70,12,6,17.14,50,05362,Rhein-Erft-Kreis,null,7
20,68.97,9,31.03,29,4,1,13.79,25,05366,Euskirchen,null,3
30,83.33,6,16.67,36,6,6,16.67,100,05370,Heinsberg,null,3
66,68.04,31,31.96,97,13,8,13.4,61.54,05374,Oberbergischer Kreis,null,6
32,68.09,15,31.91,47,5,3,10.64,60,05378,Rheinisch-Bergischer Kreis,null,4
68,79.07,18,20.93,86,7,4,8.14,57.14,05382,Rhein-Sieg-Kreis,null,7
21,31.34,46,68.66,67,3,1,4.48,33.33,05512,"Bottrop, Stadt",null,2
73,68.22,34,31.78,107,14,11,13.08,78.57,05513,"Gelsenkirchen, Stadt",null,7
227,88.33,30,11.67,257,29,16,11.28,55.17,05515,"Münster, Stadt",null,9
43,58.9,30,41.1,73,7,2,9.59,28.57,05554,Borken,null,6
27,79.41,7,20.59,34,2,1,5.88,50,05558,Coesfeld,null,5
189,81.12,44,18.88,233,18,12,7.73,66.67,05562,Recklinghausen,null,15
75,71.43,30,28.57,105,12,2,11.43,16.67,05566,Steinfurt,null,7
35,76.09,11,23.91,46,10,7,21.74,70,05570,Warendorf,null,6
138,79.77,35,20.23,173,31,23,17.92,74.19,05711,"Bielefeld, Stadt",null,6
34,77.27,10,22.73,44,12,5,27.27,41.67,05754,Gütersloh,null,3
49,72.06,19,27.94,68,10,7,14.71,70,05758,Herford,null,5
23,42.59,31,57.41,54,2,0,3.7,0,05762,Höxter,null,6
52,67.53,25,32.47,77,7,2,9.09,28.57,05766,Lippe,null,2
206,87.66,29,12.34,235,9,5,3.83,55.56,05770,Minden-Lübbecke,null,8
78,76.47,24,23.53,102,8,7,7.84,87.5,05774,Paderborn,null,7
159,77.18,47,22.82,206,19,16,9.22,84.21,05911,"Bochum, Stadt",null,8
260,84.14,49,15.86,309,36,27,11.65,75,05913,"Dortmund, Stadt",null,9
71,82.56,15,17.44,86,19,6,22.09,31.58,05914,"Hagen, Stadt der FernUniversität",null,7
67,67,33,33,100,12,4,12,33.33,05915,"Hamm, Stadt",null,7
53,80.3,13,19.7,66,14,9,21.21,64.29,05916,"Herne, Stadt",null,4
