BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
35,71.43,14,28.57,49,0,0,0,0,01001,"Flensburg, Stadt",null,2
111,48.47,118,51.53,229,5,1,2.18,20,01002,"Kiel, Landeshauptstadt",null,5
109,50.23,108,49.77,217,0,0,0,0,01003,"Lübeck, Hansestadt",null,2
21,84,4,16,25,0,0,0,0,01004,"Neumünster, Stadt",null,1
38,70.37,16,29.63,54,2,1,3.7,50,01051,Dithmarschen,null,1
16,66.67,8,33.33,24,0,0,0,0,01053,Herzogtum Lauenburg,null,2
23,58.97,16,41.03,39,0,0,0,0,01054,Nordfriesland,null,3
30,57.69,22,42.31,52,0,0,0,0,01055,Ostholstein,null,3
18,52.94,16,47.06,34,0,0,0,0,01056,Pinneberg,null,2
8,66.67,4,33.33,12,1,1,8.33,100,01057,Plön,null,1
39,69.64,17,30.36,56,0,0,0,0,01058,Rendsburg-Eckernförde,null,5
13,54.17,11,45.83,24,0,0,0,0,01059,Schleswig-Flensburg,null,1
62,53.45,54,46.55,116,0,0,0,0,01060,Segeberg,null,4
32,65.31,17,34.69,49,0,0,0,0,01061,Steinburg,null,3
26,47.27,29,52.73,55,0,0,0,0,01062,Stormarn,null,3
557,65.53,293,34.47,850,10,7,1.18,70,02000,"Hamburg, Freie und Hansestadt",null,29
94,62.67,56,37.33,150,0,0,0,0,03101,"Braunschweig, Stadt",null,7
19,65.52,10,34.48,29,0,0,0,0,03102,"Salzgitter, Stadt",null,2
31,91.18,3,8.82,34,0,0,0,0,03103,"Wolfsburg, Stadt",null,1
23,74.19,8,25.81,31,1,0,3.23,0,03151,Gifhorn,null,2
43,52.44,39,47.56,82,0,0,0,0,03153,Goslar,null,3
19,55.88,15,44.12,34,0,0,0,0,03154,Helmstedt,null,1
15,65.22,8,34.78,23,0,0,0,0,03155,Northeim,null,2
10,45.45,12,54.55,22,1,0,4.55,0,03157,Peine,null,1
7,43.75,9,56.25,16,0,0,0,0,03158,Wolfenbüttel,null,1
124,64.58,68,35.42,192,0,0,0,0,03159,Göttingen,null,8
332,69.6,145,30.4,477,9,7,1.89,77.78,03241,Region Hannover,null,18
9,52.94,8,47.06,17,0,0,0,0,03251,Diepholz,null,3
58,75.32,19,24.68,77,1,1,1.3,100,03252,Hameln-Pyrmont,null,6
50,54.35,42,45.65,92,2,1,2.17,50,03254,Hildesheim,null,7
8,57.14,6,42.86,14,0,0,0,0,03255,Holzminden,null,1
13,50,13,50,26,0,0,0,0,03256,Nienburg (Weser),null,1
18,78.26,5,21.74,23,0,0,0,0,03257,Schaumburg,null,1
28,68.29,13,31.71,41,0,0,0,0,03351,Celle,null,3
8,30.77,18,69.23,26,0,0,0,0,03352,Cuxhaven,null,2
30,71.43,12,28.57,42,0,0,0,0,03353,Harburg,null,3
6,40,9,60,15,0,0,0,0,03354,Lüchow-Dannenberg,null,1
23,53.49,20,46.51,43,0,0,0,0,03355,Lüneburg,null,2
9,60,6,40,15,0,0,0,0,03356,Osterholz,null,3
18,64.29,10,35.71,28,0,0,0,0,03357,Rotenburg (Wümme),null,2
10,90.91,1,9.09,11,0,0,0,0,03358,Heidekreis,null,1
20,60.61,13,39.39,33,0,0,0,0,03359,Stade,null,3
46,56.1,36,43.9,82,0,0,0,0,03360,Uelzen,null,2
6,40,9,60,15,1,0,6.67,0,03361,Verden,null,2
16,72.73,6,27.27,22,1,1,4.55,100,03401,"Delmenhorst, Stadt",null,1
17,85,3,15,20,0,0,0,0,03402,"Emden, Stadt",null,1
98,62.03,60,37.97,158,0,0,0,0,03403,"Oldenburg (Oldenburg), Stadt",null,5
89,70.63,37,29.37,126,4,2,3.17,50,03404,"Osnabrück, Stadt",null,5
27,72.97,10,27.03,37,0,0,0,0,03405,"Wilhelmshaven, Stadt",null,2
21,63.64,12,36.36,33,0,0,0,0,03451,Ammerland,null,3
25,78.13,7,21.88,32,1,0,3.13,0,03452,Aurich,null,3
16,47.06,18,52.94,34,0,0,0,0,03453,Cloppenburg,null,2
82,67.77,39,32.23,121,0,0,0,0,03454,Emsland,null,11
23,62.16,14,37.84,37,0,0,0,0,03455,Friesland,null,2
21,70,9,30,30,0,0,0,0,03456,Grafschaft Bentheim,null,1
28,60.87,18,39.13,46,0,0,0,0,03457,Leer,null,4
6,60,4,40,10,1,0,10,0,03458,Oldenburg,null,1
65,56.03,51,43.97,116,1,1,0.86,100,03459,Osnabrück,null,7
22,53.66,19,46.34,41,0,0,0,0,03460,Vechta,null,5
5,71.43,2,28.57,7,0,0,0,0,03461,Wesermarsch,null,1
8,100,0,0,8,0,0,0,0,03462,Wittmund,null,1
114,73.55,41,26.45,155,3,1,1.94,33.33,04011,"Bremen, Stadt",null,8
45,65.22,24,34.78,69,0,0,0,0,04012,"Bremerhaven, Stadt",null,4
228,78.08,64,21.92,292,3,1,1.03,33.33,05111,"Düsseldorf, Stadt",null,13
175,70,75,30,250,6,3,2.4,50,05112,"Duisburg, Stadt",null,15
323,79.95,81,20.05,404,4,2,0.99,50,05113,"Essen, Stadt",null,16
88,79.28,23,20.72,111,1,1,0.9,100,05114,"Krefeld, Stadt",null,8
75,75.76,24,24.24,99,1,0,1.01,0,05116,"Mönchengladbach, Stadt",null,6
25,43.1,33,56.9,58,0,0,0,0,05117,"Mülheim an der Ruhr, Stadt",null,2
53,64.63,29,35.37,82,1,0,1.22,0,05119,"Oberhausen, Stadt",null,6
21,58.33,15,41.67,36,0,0,0,0,05120,"Remscheid, Stadt",null,1
60,69.77,26,30.23,86,0,0,0,0,05122,"Solingen, Klingenstadt",null,4
112,70,48,30,160,1,1,0.63,100,05124,"Wuppertal, Stadt",null,7
43,59.72,29,40.28,72,0,0,0,0,05154,Kleve,null,7
39,69.64,17,30.36,56,0,0,0,0,05158,Mettmann,null,5
82,68.91,37,31.09,119,1,1,0.84,100,05162,Rhein-Kreis Neuss,null,8
23,65.71,12,34.29,35,0,0,0,0,05166,Viersen,null,3
80,47.9,87,52.1,167,3,0,1.8,0,05170,Wesel,null,9
233,82.04,51,17.96,284,4,2,1.41,50,05314,"Bonn, Stadt",null,17
348,82.66,73,17.34,421,7,4,1.66,57.14,05315,"Köln, Stadt",null,29
84,77.78,24,22.22,108,1,1,0.93,100,05316,"Leverkusen, Stadt",null,5
203,90.63,21,9.38,224,0,0,0,0,05334,Städteregion Aachen,null,8
41,51.9,38,48.1,79,1,1,1.27,100,05358,Düren,null,7
59,69.41,26,30.59,85,1,0,1.18,0,05362,Rhein-Erft-Kreis,null,7
26,81.25,6,18.75,32,1,0,3.13,0,05366,Euskirchen,null,3
33,91.67,3,8.33,36,1,1,2.78,100,05370,Heinsberg,null,3
80,68.38,37,31.62,117,0,0,0,0,05374,Oberbergischer Kreis,null,7
27,51.92,25,48.08,52,0,0,0,0,05378,Rheinisch-Bergischer Kreis,null,4
68,76.4,21,23.6,89,0,0,0,0,05382,Rhein-Sieg-Kreis,null,7
18,26.87,49,73.13,67,0,0,0,0,05512,"Bottrop, Stadt",null,2
76,53.15,67,46.85,143,3,2,2.1,66.67,05513,"Gelsenkirchen, Stadt",null,8
230,84.25,43,15.75,273,2,1,0.73,50,05515,"Münster, Stadt",null,9
34,44.74,42,55.26,76,0,0,0,0,05554,Borken,null,5
16,48.48,17,51.52,33,0,0,0,0,05558,Coesfeld,null,3
162,68.07,76,31.93,238,0,0,0,0,05562,Recklinghausen,null,15
51,63.75,29,36.25,80,3,1,3.75,33.33,05566,Steinfurt,null,6
28,42.42,38,57.58,66,1,1,1.52,100,05570,Warendorf,null,5
148,85.06,26,14.94,174,3,1,1.72,33.33,05711,"Bielefeld, Stadt",null,6
30,71.43,12,28.57,42,1,0,2.38,0,05754,Gütersloh,null,3
45,59.21,31,40.79,76,2,1,2.63,50,05758,Herford,null,5
25,52.08,23,47.92,48,0,0,0,0,05762,Höxter,null,5
52,67.53,25,32.47,77,0,0,0,0,05766,Lippe,null,2
200,75.76,64,24.24,264,0,0,0,0,05770,Minden-Lübbecke,null,8
85,58.62,60,41.38,145,1,1,0.69,100,05774,Paderborn,null,7
