BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
29,67.44,14,32.56,43,0,0,0.0,0.0,04012,"Bremerhaven, Stadt",,3
33,89.19,4,10.81,37,0,0,0.0,0.0,01056,Pinneberg,,2
61,85.92,10,14.08,71,1,1,1.41,100.0,05382,Rhein-Sieg-Kreis,,5
47,92.16,4,7.84,51,2,0,3.92,0.0,05316,"Leverkusen, Stadt",,3
47,94.0,3,6.0,50,0,0,0.0,0.0,12068,Ostprignitz-Ruppin,,3
13,81.25,3,18.75,16,1,1,6.25,100.0,07233,Vulkaneifel,,2
24,80.0,6,20.0,30,2,1,6.67,50.0,07141,Rhein-Lahn-Kreis,,5
66,92.96,5,7.04,71,2,2,2.82,100.0,08416,Tübingen,,3
222,86.38,35,13.62,257,9,4,3.5,44.44,06412,"Frankfurt am Main, Stadt",,14
13,100.0,0,0.0,13,0,0,0.0,0.0,08336,Lörrach,,1
155,83.33,31,16.67,186,1,1,0.54,100.0,08311,"Freiburg im Breisgau, Stadtkreis",,4
85,96.59,3,3.41,88,2,2,2.27,100.0,16053,"Jena, Stadt",,1
13,86.67,2,13.33,15,0,0,0.0,0.0,16064,Unstrut-Hainich-Kreis,,3
18,62.07,11,37.93,29,1,0,3.45,0.0,03102,"Salzgitter, Stadt",,2
74,82.22,16,17.78,90,0,0,0.0,0.0,13003,Rostock,,2
61,87.14,9,12.86,70,5,5,7.14,100.0,05122,"Solingen, Klingenstadt",,3
26,81.25,6,18.75,32,2,1,6.25,50.0,06636,Werra-Meißner-Kreis,,3
13,65.0,7,35.0,20,0,0,0.0,0.0,12071,Spree-Neiße,,3
48,82.76,10,17.24,58,0,0,0.0,0.0,08435,Bodenseekreis,,3
10,58.82,7,41.18,17,0,0,0.0,0.0,06439,Rheingau-Taunus-Kreis,,2
27,93.1,2,6.9,29,0,0,0.0,0.0,08315,Breisgau-Hochschwarzwald,,3
901,85.16,157,14.84,1058,36,16,3.4,44.44,11000,"Berlin, Stadt",,53
148,88.1,20,11.9,168,6,3,3.57,50.0,05911,"Bochum, Stadt",,6
