BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
37,86.05,6,13.95,43,2,2,4.65,100.0,04012,"Bremerhaven, Stadt",,3
29,85.29,5,14.71,34,1,1,2.94,100.0,01056,Pinneberg,,2
60,78.95,16,21.05,76,9,5,11.84,55.56,05382,Rhein-Sieg-Kreis,,5
48,88.89,6,11.11,54,3,2,5.56,66.67,05316,"Leverkusen, Stadt",,3
42,87.5,6,12.5,48,1,1,2.08,100.0,12068,Ostprignitz-Ruppin,,3
14,87.5,2,12.5,16,0,0,0.0,0.0,07233,Vulkaneifel,,2
25,80.65,6,19.35,31,5,4,16.13,80.0,07141,Rhein-Lahn-Kreis,,5
71,93.42,5,6.58,76,15,12,19.74,80.0,08416,Tübingen,,3
214,83.92,41,16.08,255,26,13,10.2,50.0,06412,"Frankfurt am Main, Stadt",,14
14,82.35,3,17.65,17,2,1,11.76,50.0,08336,Lörrach,,1
152,80.85,36,19.15,188,24,19,12.77,79.17,08311,"Freiburg im Breisgau, Stadtkreis",,4
86,91.49,8,8.51,94,10,8,10.64,80.0,16053,"Jena, Stadt",,1
14,93.33,1,6.67,15,0,0,0.0,0.0,16064,Unstrut-Hainich-Kreis,,3
20,68.97,9,31.03,29,1,0,3.45,0.0,03102,"Salzgitter, Stadt",,2
79,85.87,13,14.13,92,5,5,5.43,100.0,13003,Rostock,,2
62,86.11,10,13.89,72,10,7,13.89,70.0,05122,"Solingen, Klingenstadt",,3
23,71.88,9,28.13,32,0,0,0.0,0.0,06636,Werra-Meißner-Kreis,,3
12,60.0,8,40.0,20,1,0,5.0,0.0,12071,Spree-Neiße,,3
53,86.89,8,13.11,61,3,3,4.92,100.0,08435,Bodenseekreis,,3
12,80.0,3,20.0,15,1,1,6.67,100.0,06439,Rheingau-Taunus-Kreis,,2
27,93.1,2,6.9,29,3,0,10.34,0.0,08315,Breisgau-Hochschwarzwald,,3
923,84.37,171,15.63,1094,123,96,11.24,78.05,11000,"Berlin, Stadt",,53
143,83.14,29,16.86,172,12,9,6.98,75.0,05911,"Bochum, Stadt",,6
15,57.69,11,42.31,26,2,2,7.69,100.0,15086,Jerichower Land,,2
13,76.47,4,23.53,17,1,0,5.88,0.0,09777,Ostallgäu,,3
6,42.86,8,57.14,14,0,0,0.0,0.0,07332,Bad Dürkheim,,2
17,89.47,2,10.53,19,1,1,5.26,100.0,09177,Erding,,1
22,73.33,8,26.67,30,0,0,0.0,0.0,06633,"Kassel, Landkreis",,4
46,70.77,19,29.23,65,2,1,3.08,50.0,03454,Emsland,,6
11,78.57,3,21.43,14,0,0,0.0,0.0,09185,Neuburg-Schrobenhausen,,2
19,79.17,5,20.83,24,0,0,0.0,0.0,01059,Schleswig-Flensburg,,1
10,71.43,4,28.57,14,1,1,7.14,100.0,08425,Alb-Donau-Kreis,,2
13,92.86,1,7.14,14,3,1,21.43,33.33,09762,Kaufbeuren,,1
62,93.94,4,6.06,66,5,2,7.58,40.0,12069,Potsdam-Mittelmark,,3
7,77.78,2,22.22,9,0,0,0.0,0.0,09679,"Würzburg, Landkreis",,1
27,100.0,0,0.0,27,1,1,3.7,100.0,09174,Dachau,,1
16,80.0,4,20.0,20,0,0,0.0,0.0,03256,Nienburg (Weser),,1
30,69.77,13,30.23,43,1,1,2.33,100.0,06431,Bergstraße,,5
