BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
38,88.37,5,11.63,43,0,0,0.0,0.0,04012,"Bremerhaven, Stadt",,3
28,77.78,8,22.22,36,0,0,0.0,0.0,01056,Pinneberg,,2
62,82.67,13,17.33,75,1,1,1.33,100.0,05382,Rhein-Sieg-Kreis,,5
48,88.89,6,11.11,54,0,0,0.0,0.0,05316,"Leverkusen, Stadt",,3
47,95.92,2,4.08,49,0,0,0.0,0.0,12068,Ostprignitz-Ruppin,,3
13,81.25,3,18.75,16,0,0,0.0,0.0,07233,Vulkaneifel,,2
21,72.41,8,27.59,29,4,4,13.79,100.0,07141,Rhein-Lahn-Kreis,,5
70,95.89,3,4.11,73,11,8,15.07,72.73,08416,Tübingen,,3
230,86.47,36,13.53,266,17,7,6.39,41.18,06412,"Frankfurt am Main, Stadt",,14
10,76.92,3,23.08,13,0,0,0.0,0.0,08336,Lörrach,,1
90,96.77,3,3.23,93,9,8,9.68,88.89,16053,"Jena, Stadt",,1
153,81.38,35,18.62,188,12,11,6.38,91.67,08311,"Freiburg im Breisgau, Stadtkreis",,4
14,93.33,1,6.67,15,0,0,0.0,0.0,16064,Unstrut-Hainich-Kreis,,3
23,79.31,6,20.69,29,0,0,0.0,0.0,03102,"Salzgitter, Stadt",,2
81,89.01,10,10.99,91,5,5,5.49,100.0,13003,Rostock,,2
62,86.11,10,13.89,72,9,8,12.5,88.89,05122,"Solingen, Klingenstadt",,3
20,62.5,12,37.5,32,1,0,3.13,0.0,06636,Werra-Meißner-Kreis,,3
12,60.0,8,40.0,20,0,0,0.0,0.0,12071,Spree-Neiße,,3
52,85.25,9,14.75,61,1,1,1.64,100.0,08435,Bodenseekreis,,3
10,71.43,4,28.57,14,1,1,7.14,100.0,06439,Rheingau-Taunus-Kreis,,2
24,82.76,5,17.24,29,0,0,0.0,0.0,08315,Breisgau-Hochschwarzwald,,3
925,85.1,162,14.9,1087,74,60,6.81,81.08,11000,"Berlin, Stadt",,53
149,86.63,23,13.37,172,8,5,4.65,62.5,05911,"Bochum, Stadt",,6
17,60.71,11,39.29,28,2,1,7.14,50.0,15086,Jerichower Land,,2
12,70.59,5,29.41,17,2,0,11.76,0.0,09777,Ostallgäu,,3
8,50.0,8,50.0,16,0,0,0.0,0.0,07332,Bad Dürkheim,,2
17,89.47,2,10.53,19,0,0,0.0,0.0,09177,Erding,,1
26,83.87,5,16.13,31,2,0,6.45,0.0,06633,"Kassel, Landkreis",,4
50,75.76,16,24.24,66,0,0,0.0,0.0,03454,Emsland,,6
9,64.29,5,35.71,14,0,0,0.0,0.0,09185,Neuburg-Schrobenhausen,,2
22,91.67,2,8.33,24,0,0,0.0,0.0,01059,Schleswig-Flensburg,,1
14,77.78,4,22.22,18,0,0,0.0,0.0,08425,Alb-Donau-Kreis,,2
14,100.0,0,0.0,14,3,1,21.43,33.33,09762,Kaufbeuren,,1
62,93.94,4,6.06,66,2,2,3.03,100.0,12069,Potsdam-Mittelmark,,3
9,100.0,0,0.0,9,0,0,0.0,0.0,09679,"Würzburg, Landkreis",,1
26,100.0,0,0.0,26,0,0,0.0,0.0,09174,Dachau,,1
18,75.0,6,25.0,24,0,0,0.0,0.0,03256,Nienburg (Weser),,1
33,80.49,8,19.51,41,0,0,0.0,0.0,06431,Bergstraße,,5
69,76.67,21,23.33,90,0,0,0.0,0.0,07111,"Koblenz, kreisfreie Stadt",,4
31,53.45,27,46.55,58,3,0,5.17,0.0,07138,Neuwied,,6
9,90.0,1,10.0,10,0,0,0.0,0.0,03458,Oldenburg,,1
8,80.0,2,20.0,10,1,0,10.0,0.0,09371,Amberg-Sulzbach,,1
27,93.1,2,6.9,29,2,1,6.9,50.0,09163,"Rosenheim, Stadt",,1
24,77.42,7,22.58,31,1,0,3.23,0.0,05762,Höxter,,5
55,83.33,11,16.67,66,2,1,3.03,50.0,03254,Hildesheim,,5
13,100.0,0,0.0,13,0,0,0.0,0.0,07337,Südliche Weinstraße,,2
9,64.29,5,35.71,14,1,1,7.14,100.0,09778,Unterallgäu,,2
132,88.0,18,12.0,150,3,1,2.0,33.33,06534,Marburg-Biedenkopf,,3
8,50.0,8,50.0,16,0,0,0.0,0.0,07235,Trier-Saarburg,,2
38,100.0,0,0.0,38,2,2,5.26,100.0,09563,"Fürth, Stadt",,1
17,80.95,4,19.05,21,2,1,9.52,50.0,07334,Germersheim,,2
79,79.0,21,21.0,100,3,2,3.0,66.67,14524,Zwickau,,5
146,92.41,12,7.59,158,9,6,5.7,66.67,14511,"Chemnitz, Stadt",,3
