BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
31,73.81,11,26.19,42,14,12,33.33,85.71,04012,"Bremerhaven, Stadt",,3
28,75.68,9,24.32,37,2,0,5.41,0.0,01056,Pinneberg,,2
67,93.06,5,6.94,72,14,12,19.44,85.71,05382,Rhein-Sieg-Kreis,,5
61,92.42,5,7.58,66,10,4,15.15,40.0,05316,"Leverkusen, Stadt",,3
50,86.21,8,13.79,58,11,3,18.97,27.27,12068,Ostprignitz-Ruppin,,3
10,62.5,6,37.5,16,2,1,12.5,50.0,07233,Vulkaneifel,,2
24,80.0,6,20.0,30,4,2,13.33,50.0,07141,Rhein-Lahn-Kreis,,5
67,82.72,14,17.28,81,8,8,9.88,100.0,08416,Tübingen,,3
224,87.5,32,12.5,256,81,30,31.64,37.04,06412,"Frankfurt am Main, Stadt",,14
14,93.33,1,6.67,15,2,1,13.33,50.0,08336,Lörrach,,1
171,91.44,16,8.56,187,31,14,16.58,45.16,08311,"Freiburg im Breisgau, Stadtkreis",,4
88,89.8,10,10.2,98,20,13,20.41,65.0,16053,"Jena, Stadt",,1
14,93.33,1,6.67,15,1,0,6.67,0.0,16064,Unstrut-Hainich-Kreis,,3
22,75.86,7,24.14,29,7,4,24.14,57.14,03102,"Salzgitter, Stadt",,2
73,78.49,20,21.51,93,9,1,9.68,11.11,13003,Rostock,,2
65,91.55,6,8.45,71,15,10,21.13,66.67,05122,"Solingen, Klingenstadt",,3
22,68.75,10,31.25,32,6,3,18.75,50.0,06636,Werra-Meißner-Kreis,,3
8,40.0,12,60.0,20,1,0,5.0,0.0,12071,Spree-Neiße,,3
52,85.25,9,14.75,61,4,2,6.56,50.0,08435,Bodenseekreis,,3
14,87.5,2,12.5,16,3,0,18.75,0.0,06439,Rheingau-Taunus-Kreis,,2
44,83.02,9,16.98,53,8,1,15.09,12.5,08315,Breisgau-Hochschwarzwald,,4
968,88.73,123,11.27,1091,248,168,22.73,67.74,11000,"Berlin, Stadt",,53
151,89.88,17,10.12,168,19,9,11.31,47.37,05911,"Bochum, Stadt",,6
20,76.92,6,23.08,26,6,3,23.08,50.0,15086,Jerichower Land,,2
10,58.82,7,41.18,17,5,0,29.41,0.0,09777,Ostallgäu,,3
15,100.0,0,0.0,15,2,2,13.33,100.0,07332,Bad Dürkheim,,2
