Datum,Bundesland,Stratum_17_Minus,Stratum_18_Bis_29,Stratum_30_Bis_39,Stratum_40_Bis_49,Stratum_50_Bis_59,Stratum_60_Bis_69,Stratum_70_Bis_79,Stratum_80_Plus,Stratum_Unbekannt
"2022-02-26T12:15:00+01:00",DEUTSCHLAND,33,39,64,140,320,593,576,441,47
"2022-02-27T12:15:00+01:00",DEUTSCHLAND,39,41,63,133,318,598,571,431,47
"2022-02-28T12:15:00+01:00",DEUTSCHLAND,33,37,70,132,325,582,592,453,54
"2022-03-01T12:15:00+01:00",DEUTSCHLAND,35,38,70,137,317,587,574,465,62
"2022-03-02T12:15:00+01:00",DEUTSCHLAND,36,38,65,128,306,572,559,434,60
"2022-03-03T12:15:00+01:00",DEUTSCHLAND,37,40,64,123,307,576,549,429,24
"2022-03-04T12:15:00+01:00",DEUTSCHLAND,37,34,63,126,309,560,529,408,41
"2022-03-05T12:15:00+01:00",DEUTSCHLAND,37,37,59,118,301,560,537,411,41
"2022-03-06T12:15:00+01:00",DEUTSCHLAND,37,34,61,118,307,535,542,408,60
"2022-03-07T12:15:00+01:00",DEUTSCHLAND,33,33,58,117,306,550,563,437,64
"2022-03-08T12:15:00+01:00",DEUTSCHLAND,35,35,63,109,308,561,577,416,51
"2022-03-09T12:15:00+01:00",DEUTSCHLAND,28,33,60,113,291,554,572,412,52
"2022-03-10T12:15:00+01:00",DEUTSCHLAND,31,33,56,106,304,558,550,443,30
"2022-03-11T12:15:00+01:00",DEUTSCHLAND,31,33,60,100,302,545,554,442,47
"2022-03-12T12:15:00+01:00",DEUTSCHLAND,33,32,54,104,297,533,542,447,67
"2022-03-13T12:15:00+01:00",DEUTSCHLAND,38,33,59,103,284,548,585,470,70
"2022-03-14T12:15:00+01:00",DEUTSCHLAND,40,38,60,98,297,547,623,501,53
"2022-03-15T12:15:00+01:00",DEUTSCHLAND,42,36,61,111,298,578,637,480,46
"2022-03-16T12:15:00+01:00",DEUTSCHLAND,51,43,59,126,300,584,605,486,44
"2022-03-17T12:15:00+01:00",DEUTSCHLAND,46,45,59,111,291,590,612,497,32
"2022-03-18T12:15:00+01:00",DEUTSCHLAND,43,33,65,115,305,608,583,477,51
"2022-03-19T12:15:00+01:00",DEUTSCHLAND,42,29,62,100,304,582,605,447,68
"2022-03-20T12:15:00+01:00",DEUTSCHLAND,46,35,58,98,304,585,617,451,73
"2022-03-21T12:15:00+01:00",DEUTSCHLAND,43,31,69,99,316,587,634,499,69
"2022-03-22T12:15:00+01:00",DEUTSCHLAND,42,33,74,96,313,587,640,521,74
"2022-03-23T12:15:00+01:00",DEUTSCHLAND,44,37,74,96,301,572,626,512,69
"2022-03-24T12:15:00+01:00",DEUTSCHLAND,48,50,72,95,289,579,612,537,43
"2022-03-25T12:15:00+01:00",DEUTSCHLAND,47,45,68,104,286,554,608,527,65
"2022-03-26T12:15:00+01:00",DEUTSCHLAND,48,48,63,106,293,553,622,532,69
"2022-03-27T12:15:00+02:00",DEUTSCHLAND,47,44,59,115,289,552,623,533,72
"2022-03-28T12:15:00+02:00",DEUTSCHLAND,46,41,63,113,292,573,624,541,61
"2022-03-29T12:15:00+02:00",DEUTSCHLAND,50,42,55,117,289,584,628,551,59
"2022-03-30T12:15:00+02:00",DEUTSCHLAND,52,46,60,106,295,577,614,514,65
"2022-03-31T12:15:00+02:00",DEUTSCHLAND,41,47,51,97,299,585,616,520,44
"2022-04-01T12:15:00+02:00",DEUTSCHLAND,41,45,52,102,293,568,596,513,57
"2022-04-02T12:15:00+02:00",DEUTSCHLAND,40,43,56,96,286,567,592,465,69
"2022-04-03T12:15:00+02:00",DEUTSCHLAND,36,47,52,95,287,560,592,487,56
"2022-04-04T12:15:00+02:00",DEUTSCHLAND,35,41,56,89,283,557,591,520,62
"2022-04-05T12:15:00+02:00",DEUTSCHLAND,37,39,50,82,292,527,606,480,51
"2022-04-06T12:15:00+02:00",DEUTSCHLAND,36,39,53,78,271,523,585,475,47
"2022-04-07T12:15:00+02:00",DEUTSCHLAND,36,39,51,84,263,512,590,456,23
"2022-04-08T12:15:00+02:00",DEUTSCHLAND,41,39,43,79,271,506,581,430,38
"2022-04-09T12:15:00+02:00",DEUTSCHLAND,37,36,42,73,261,494,554,437,50
"2022-04-10T12:15:00+02:00",DEUTSCHLAND,36,41,38,79,256,493,543,455,47
"2022-04-11T12:15:00+02:00",DEUTSCHLAND,37,39,37,83,261,486,548,450,40
"2022-04-12T12:15:00+02:00",DEUTSCHLAND,31,37,33,84,255,485,521,429,39
"2022-04-13T12:15:00+02:00",DEUTSCHLAND,30,31,35,92,230,459,513,425,34
"2022-04-14T12:15:00+02:00",DEUTSCHLAND,31,32,36,79,222,464,507,425,25
"2022-04-15T12:15:00+02:00",DEUTSCHLAND,30,28,35,77,212,452,488,433,38
"2022-04-16T12:15:00+02:00",DEUTSCHLAND,28,30,37,74,215,457,467,405,29
"2022-04-17T12:15:00+02:00",DEUTSCHLAND,29,32,37,74,219,459,468,414,34
"2022-04-18T12:15:00+02:00",DEUTSCHLAND,29,35,36,71,212,478,464,407,32
"2022-04-19T12:15:00+02:00",DEUTSCHLAND,32,32,41,70,215,473,482,426,32
"2022-04-20T12:15:00+02:00",DEUTSCHLAND,33,26,41,61,196,455,477,414,31
"2022-04-21T12:15:00+02:00",DEUTSCHLAND,26,26,35,59,196,436,449,396,23
"2022-04-22T12:15:00+02:00",DEUTSCHLAND,28,24,31,56,212,411,439,381,31
"2022-04-23T12:15:00+02:00",DEUTSCHLAND,25,24,39,52,205,420,440,366,43
"2022-04-24T12:15:00+02:00",DEUTSCHLAND,26,29,30,58,204,404,435,352,33
"2022-04-25T12:15:00+02:00",DEUTSCHLAND,23,31,31,63,189,396,453,353,37
"2022-04-26T12:15:00+02:00",DEUTSCHLAND,22,27,31,62,188,382,421,347,39
"2022-04-27T12:15:00+02:00",DEUTSCHLAND,23,25,30,60,172,369,400,327,39
"2022-04-28T12:15:00+02:00",DEUTSCHLAND,27,25,32,53,167,350,390,334,28
"2022-04-29T12:15:00+02:00",DEUTSCHLAND,26,20,36,51,166,328,397,321,35
"2022-04-30T12:15:00+02:00",DEUTSCHLAND,30,20,35,51,155,316,380,332,35
"2022-05-01T12:15:00+02:00",DEUTSCHLAND,27,19,40,49,155,308,383,322,34
"2022-05-02T12:15:00+02:00",DEUTSCHLAND,22,19,37,53,159,315,363,326,29
"2022-05-03T12:15:00+02:00",DEUTSCHLAND,21,18,33,47,164,308,353,309,24
"2022-05-04T12:15:00+02:00",DEUTSCHLAND,22,17,22,43,155,297,345,279,24
"2022-05-05T12:15:00+02:00",DEUTSCHLAND,21,15,18,49,158,282,335,283,18
