BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
31,56.36,24,43.64,55,0,0,0,0,01001,"Flensburg, Stadt",null,3
110,48.03,119,51.97,229,1,0,0.44,0,01002,"Kiel, Landeshauptstadt",null,5
111,51.15,106,48.85,217,0,0,0,0,01003,"Lübeck, Hansestadt",null,2
16,64,9,36,25,0,0,0,0,01004,"Neumünster, Stadt",null,1
40,74.07,14,25.93,54,0,0,0,0,01051,Dithmarschen,null,1
13,54.17,11,45.83,24,0,0,0,0,01053,Herzogtum Lauenburg,null,2
19,48.72,20,51.28,39,0,0,0,0,01054,Nordfriesland,null,3
37,71.15,15,28.85,52,0,0,0,0,01055,Ostholstein,null,3
22,55,18,45,40,2,0,5,0,01056,Pinneberg,null,2
7,58.33,5,41.67,12,0,0,0,0,01057,Plön,null,1
41,75.93,13,24.07,54,0,0,0,0,01058,Rendsburg-Eckernförde,null,5
15,62.5,9,37.5,24,0,0,0,0,01059,Schleswig-Flensburg,null,1
65,56.03,51,43.97,116,0,0,0,0,01060,Segeberg,null,4
32,65.31,17,34.69,49,0,0,0,0,01061,Steinburg,null,3
31,56.36,24,43.64,55,0,0,0,0,01062,Stormarn,null,3
521,63.61,298,36.39,819,7,5,0.85,71.43,02000,"Hamburg, Freie und Hansestadt",null,30
84,56,66,44,150,0,0,0,0,03101,"Braunschweig, Stadt",null,7
13,44.83,16,55.17,29,0,0,0,0,03102,"Salzgitter, Stadt",null,2
20,58.82,14,41.18,34,0,0,0,0,03103,"Wolfsburg, Stadt",null,1
26,72.22,10,27.78,36,1,1,2.78,100,03151,Gifhorn,null,2
49,59.76,33,40.24,82,0,0,0,0,03153,Goslar,null,3
18,52.94,16,47.06,34,0,0,0,0,03154,Helmstedt,null,1
15,65.22,8,34.78,23,0,0,0,0,03155,Northeim,null,2
12,54.55,10,45.45,22,0,0,0,0,03157,Peine,null,1
10,62.5,6,37.5,16,0,0,0,0,03158,Wolfenbüttel,null,1
136,70.47,57,29.53,193,0,0,0,0,03159,Göttingen,null,8
332,69.46,146,30.54,478,6,4,1.26,66.67,03241,Region Hannover,null,18
5,29.41,12,70.59,17,0,0,0,0,03251,Diepholz,null,3
38,74.51,13,25.49,51,1,0,1.96,0,03252,Hameln-Pyrmont,null,5
52,56.52,40,43.48,92,1,1,1.09,100,03254,Hildesheim,null,7
12,85.71,2,14.29,14,0,0,0,0,03255,Holzminden,null,1
14,70,6,30,20,0,0,0,0,03256,Nienburg (Weser),null,1
16,69.57,7,30.43,23,0,0,0,0,03257,Schaumburg,null,1
33,80.49,8,19.51,41,1,0,2.44,0,03351,Celle,null,3
5,19.23,21,80.77,26,0,0,0,0,03352,Cuxhaven,null,2
33,82.5,7,17.5,40,0,0,0,0,03353,Harburg,null,3
6,40,9,60,15,0,0,0,0,03354,Lüchow-Dannenberg,null,1
35,59.32,24,40.68,59,0,0,0,0,03355,Lüneburg,null,4
9,60,6,40,15,0,0,0,0,03356,Osterholz,null,3
19,50,19,50,38,2,0,5.26,0,03357,Rotenburg (Wümme),null,3
23,67.65,11,32.35,34,1,1,2.94,100,03358,Heidekreis,null,3
22,66.67,11,33.33,33,0,0,0,0,03359,Stade,null,3
62,75.61,20,24.39,82,0,0,0,0,03360,Uelzen,null,2
13,86.67,2,13.33,15,0,0,0,0,03361,Verden,null,2
10,62.5,6,37.5,16,0,0,0,0,03401,"Delmenhorst, Stadt",null,1
8,40,12,60,20,1,0,5,0,03402,"Emden, Stadt",null,1
96,60.38,63,39.62,159,0,0,0,0,03403,"Oldenburg (Oldenburg), Stadt",null,5
89,80.91,21,19.09,110,2,1,1.82,50,03404,"Osnabrück, Stadt",null,4
17,42.5,23,57.5,40,0,0,0,0,03405,"Wilhelmshaven, Stadt",null,2
25,75.76,8,24.24,33,0,0,0,0,03451,Ammerland,null,3
27,84.38,5,15.63,32,0,0,0,0,03452,Aurich,null,3
18,52.94,16,47.06,34,1,1,2.94,100,03453,Cloppenburg,null,2
88,74.58,30,25.42,118,0,0,0,0,03454,Emsland,null,11
32,86.49,5,13.51,37,0,0,0,0,03455,Friesland,null,2
23,76.67,7,23.33,30,0,0,0,0,03456,Grafschaft Bentheim,null,1
15,35.71,27,64.29,42,0,0,0,0,03457,Leer,null,4
5,50,5,50,10,0,0,0,0,03458,Oldenburg,null,1
62,52.54,56,47.46,118,2,0,1.69,0,03459,Osnabrück,null,7
26,63.41,15,36.59,41,0,0,0,0,03460,Vechta,null,5
13,81.25,3,18.75,16,0,0,0,0,03461,Wesermarsch,null,2
7,87.5,1,12.5,8,0,0,0,0,03462,Wittmund,null,1
119,72.56,45,27.44,164,3,3,1.83,100,04011,"Bremen, Stadt",null,10
20,62.5,12,37.5,32,0,0,0,0,04012,"Bremerhaven, Stadt",null,3
222,80.14,55,19.86,277,4,3,1.44,75,05111,"Düsseldorf, Stadt",null,12
140,63.06,82,36.94,222,10,6,4.5,60,05112,"Duisburg, Stadt",null,13
315,79.15,83,20.85,398,4,4,1.01,100,05113,"Essen, Stadt",null,15
73,74.49,25,25.51,98,2,2,2.04,100,05114,"Krefeld, Stadt",null,7
62,63.27,36,36.73,98,0,0,0,0,05116,"Mönchengladbach, Stadt",null,6
27,49.09,28,50.91,55,1,0,1.82,0,05117,"Mülheim an der Ruhr, Stadt",null,2
62,72.94,23,27.06,85,0,0,0,0,05119,"Oberhausen, Stadt",null,6
20,55.56,16,44.44,36,1,1,2.78,100,05120,"Remscheid, Stadt",null,1
55,63.95,31,36.05,86,0,0,0,0,05122,"Solingen, Klingenstadt",null,4
113,69.75,49,30.25,162,1,1,0.62,100,05124,"Wuppertal, Stadt",null,7
36,48.65,38,51.35,74,1,1,1.35,100,05154,Kleve,null,8
20,57.14,15,42.86,35,0,0,0,0,05158,Mettmann,null,4
87,76.32,27,23.68,114,2,1,1.75,50,05162,Rhein-Kreis Neuss,null,7
21,60,14,40,35,0,0,0,0,05166,Viersen,null,3
88,42.51,119,57.49,207,5,3,2.42,60,05170,Wesel,null,10
215,76.24,67,23.76,282,2,1,0.71,50,05314,"Bonn, Stadt",null,17
342,83.41,68,16.59,410,10,7,2.44,70,05315,"Köln, Stadt",null,28
73,68.87,33,31.13,106,1,0,0.94,0,05316,"Leverkusen, Stadt",null,5
216,87.8,30,12.2,246,4,3,1.63,75,05334,Städteregion Aachen,null,11
50,73.53,18,26.47,68,0,0,0,0,05358,Düren,null,6
56,71.79,22,28.21,78,0,0,0,0,05362,Rhein-Erft-Kreis,null,7
27,90,3,10,30,0,0,0,0,05366,Euskirchen,null,3
27,75,9,25,36,0,0,0,0,05370,Heinsberg,null,3
86,73.5,31,26.5,117,0,0,0,0,05374,Oberbergischer Kreis,null,7
29,55.77,23,44.23,52,0,0,0,0,05378,Rheinisch-Bergischer Kreis,null,4
68,78.16,19,21.84,87,0,0,0,0,05382,Rhein-Sieg-Kreis,null,7
24,35.82,43,64.18,67,1,0,1.49,0,05512,"Bottrop, Stadt",null,2
74,59.2,51,40.8,125,0,0,0,0,05513,"Gelsenkirchen, Stadt",null,8
241,91.29,23,8.71,264,4,1,1.52,25,05515,"Münster, Stadt",null,9
47,60.26,31,39.74,78,0,0,0,0,05554,Borken,null,6
20,48.78,21,51.22,41,0,0,0,0,05558,Coesfeld,null,4
159,68.53,73,31.47,232,1,0,0.43,0,05562,Recklinghausen,null,14
65,60.19,43,39.81,108,0,0,0,0,05566,Steinfurt,null,7
30,41.1,43,58.9,73,1,1,1.37,100,05570,Warendorf,null,6
104,71.72,41,28.28,145,2,2,1.38,100,05711,"Bielefeld, Stadt",null,4
24,60,16,40,40,0,0,0,0,05754,Gütersloh,null,3
53,69.74,23,30.26,76,1,1,1.32,100,05758,Herford,null,5
24,50,24,50,48,0,0,0,0,05762,Höxter,null,5
56,72.73,21,27.27,77,0,0,0,0,05766,Lippe,null,2
193,72.28,74,27.72,267,0,0,0,0,05770,Minden-Lübbecke,null,8
86,59.31,59,40.69,145,1,1,0.69,100,05774,Paderborn,null,7
164,73.21,60,26.79,224,1,1,0.45,100,05911,"Bochum, Stadt",null,8
209,73.59,75,26.41,284,2,1,0.7,50,05913,"Dortmund, Stadt",null,8
56,70.89,23,29.11,79,5,3,6.33,60,05914,"Hagen, Stadt der FernUniversität",null,7
56,60.87,36,39.13,92,1,1,1.09,100,05915,"Hamm, Stadt",null,5
42,76.36,13,23.64,55,3,2,5.45,66.67,05916,"Herne, Stadt",null,3
83,69.17,37,30.83,120,1,0,0.83,0,05954,Ennepe-Ruhr-Kreis,null,6
82,68.91,37,31.09,119,2,0,1.68,0,05958,Hochsauerlandkreis,null,9
34,44.74,42,55.26,76,0,0,0,0,05962,Märkischer Kreis,null,7
15,39.47,23,60.53,38,0,0,0,0,05966,Olpe,null,3
107,74.83,36,25.17,143,0,0,0,0,05970,Siegen-Wittgenstein,null,8
63,67.74,30,32.26,93,0,0,0,0,05974,Soest,null,9
93,79.49,24,20.51,117,1,1,0.85,100,05978,Unna,null,8
73,71.57,29,28.43,102,0,0,0,0,06411,"Darmstadt, Wissenschaftsstadt",null,7
231,83.39,46,16.61,277,4,0,1.44,0,06412,"Frankfurt am Main, Stadt",null,15
68,74.73,23,25.27,91,0,0,0,0,06413,"Offenbach am Main, Stadt",null,2
67,66.34,34,33.66,101,4,3,3.96,75,06414,"Wiesbaden, Landeshauptstadt",null,6
29,59.18,20,40.82,49,0,0,0,0,06431,Bergstraße,null,5
23,79.31,6,20.69,29,0,0,0,0,06432,Darmstadt-Dieburg,null,2
18,81.82,4,18.18,22,1,0,4.55,0,06433,Groß-Gerau,null,2
20,68.97,9,31.03,29,0,0,0,0,06434,Hochtaunuskreis,null,3
59,64.84,32,35.16,91,0,0,0,0,06435,Main-Kinzig-Kreis,null,7
19,65.52,10,34.48,29,0,0,0,0,06436,Main-Taunus-Kreis,null,2
105,83.33,21,16.67,126,0,0,0,0,06437,Odenwaldkreis,null,2
20,62.5,12,37.5,32,1,1,3.13,100,06438,Offenbach,null,2
6,33.33,12,66.67,18,0,0,0,0,06439,Rheingau-Taunus-Kreis,null,2
72,76.6,22,23.4,94,0,0,0,0,06440,Wetteraukreis,null,5
192,75.89,61,24.11,253,1,0,0.4,0,06531,Gießen,null,6
48,78.69,13,21.31,61,0,0,0,0,06532,Lahn-Dill-Kreis,null,2
39,66.1,20,33.9,59,3,3,5.08,100,06533,Limburg-Weilburg,null,4
