BETTENBELEGT,BETTENBELEGTTOBETTENGESAMTPERCENT,BETTENFREI,BETTENFREITOBETTENGESAMTPERCENT,BETTENGESAMT,COVID,COVIDBEATMET,COVIDTOINTENSIVBETTENPERCENT,FAELLECOVIDAKTUELLBEATMETTOCOVIDAKTUELLPERCENT,ID,LKNAME,MAPLABEL,MELDEBEREICHANZ
37,75.51,12,24.49,49,0,0,0,0,01001,"Flensburg, Stadt",null,2
108,47.79,118,52.21,226,3,1,1.33,33.33,01002,"Kiel, Landeshauptstadt",null,5
112,51.61,105,48.39,217,0,0,0,0,01003,"Lübeck, Hansestadt",null,2
16,64,9,36,25,0,0,0,0,01004,"Neumünster, Stadt",null,1
40,74.07,14,25.93,54,1,1,1.85,100,01051,Dithmarschen,null,1
12,50,12,50,24,0,0,0,0,01053,Herzogtum Lauenburg,null,2
26,66.67,13,33.33,39,0,0,0,0,01054,Nordfriesland,null,3
37,72.55,14,27.45,51,0,0,0,0,01055,Ostholstein,null,3
29,72.5,11,27.5,40,0,0,0,0,01056,Pinneberg,null,2
11,91.67,1,8.33,12,1,1,8.33,100,01057,Plön,null,1
44,78.57,12,21.43,56,0,0,0,0,01058,Rendsburg-Eckernförde,null,5
10,41.67,14,58.33,24,0,0,0,0,01059,Schleswig-Flensburg,null,1
75,62.5,45,37.5,120,0,0,0,0,01060,Segeberg,null,4
29,56.86,22,43.14,51,0,0,0,0,01061,Steinburg,null,3
32,62.75,19,37.25,51,1,0,1.96,0,01062,Stormarn,null,3
623,68.24,290,31.76,913,10,8,1.1,80,02000,"Hamburg, Freie und Hansestadt",null,32
104,69.33,46,30.67,150,0,0,0,0,03101,"Braunschweig, Stadt",null,7
15,51.72,14,48.28,29,0,0,0,0,03102,"Salzgitter, Stadt",null,2
27,79.41,7,20.59,34,0,0,0,0,03103,"Wolfsburg, Stadt",null,1
24,63.16,14,36.84,38,0,0,0,0,03151,Gifhorn,null,2
44,53.66,38,46.34,82,0,0,0,0,03153,Goslar,null,3
19,55.88,15,44.12,34,1,0,2.94,0,03154,Helmstedt,null,1
10,43.48,13,56.52,23,0,0,0,0,03155,Northeim,null,2
13,59.09,9,40.91,22,0,0,0,0,03157,Peine,null,1
8,50,8,50,16,0,0,0,0,03158,Wolfenbüttel,null,1
128,66.32,65,33.68,193,0,0,0,0,03159,Göttingen,null,8
355,69.88,153,30.12,508,7,7,1.38,100,03241,Region Hannover,null,19
12,70.59,5,29.41,17,0,0,0,0,03251,Diepholz,null,3
56,71.79,22,28.21,78,2,1,2.56,50,03252,Hameln-Pyrmont,null,6
58,73.42,21,26.58,79,0,0,0,0,03254,Hildesheim,null,7
9,64.29,5,35.71,14,0,0,0,0,03255,Holzminden,null,1
18,52.94,16,47.06,34,0,0,0,0,03256,Nienburg (Weser),null,1
20,86.96,3,13.04,23,0,0,0,0,03257,Schaumburg,null,1
9,56.25,7,43.75,16,0,0,0,0,03352,Cuxhaven,null,2
34,80.95,8,19.05,42,1,0,2.38,0,03353,Harburg,null,3
7,46.67,8,53.33,15,0,0,0,0,03354,Lüchow-Dannenberg,null,1
20,46.51,23,53.49,43,0,0,0,0,03355,Lüneburg,null,2
7,50,7,50,14,0,0,0,0,03356,Osterholz,null,3
25,65.79,13,34.21,38,0,0,0,0,03357,Rotenburg (Wümme),null,3
12,50,12,50,24,0,0,0,0,03358,Heidekreis,null,2
20,60.61,13,39.39,33,0,0,0,0,03359,Stade,null,3
50,69.44,22,30.56,72,0,0,0,0,03360,Uelzen,null,2
5,33.33,10,66.67,15,0,0,0,0,03361,Verden,null,2
14,63.64,8,36.36,22,1,1,4.55,100,03401,"Delmenhorst, Stadt",null,1
9,45,11,55,20,0,0,0,0,03402,"Emden, Stadt",null,1
108,67.5,52,32.5,160,0,0,0,0,03403,"Oldenburg (Oldenburg), Stadt",null,5
99,78.57,27,21.43,126,3,2,2.38,66.67,03404,"Osnabrück, Stadt",null,5
21,56.76,16,43.24,37,0,0,0,0,03405,"Wilhelmshaven, Stadt",null,2
20,60.61,13,39.39,33,0,0,0,0,03451,Ammerland,null,3
25,78.13,7,21.88,32,1,0,3.13,0,03452,Aurich,null,3
14,38.89,22,61.11,36,0,0,0,0,03453,Cloppenburg,null,3
88,73.33,32,26.67,120,1,0,0.83,0,03454,Emsland,null,11
26,70.27,11,29.73,37,0,0,0,0,03455,Friesland,null,2
20,66.67,10,33.33,30,0,0,0,0,03456,Grafschaft Bentheim,null,1
18,39.13,28,60.87,46,0,0,0,0,03457,Leer,null,4
8,80,2,20,10,1,1,10,100,03458,Oldenburg,null,1
60,51.28,57,48.72,117,0,0,0,0,03459,Osnabrück,null,7
21,51.22,20,48.78,41,0,0,0,0,03460,Vechta,null,5
11,64.71,6,35.29,17,0,0,0,0,03461,Wesermarsch,null,2
8,100,0,0,8,0,0,0,0,03462,Wittmund,null,1
126,71.19,51,28.81,177,2,1,1.13,50,04011,"Bremen, Stadt",null,9
41,59.42,28,40.58,69,0,0,0,0,04012,"Bremerhaven, Stadt",null,4
242,82.03,53,17.97,295,4,2,1.36,50,05111,"Düsseldorf, Stadt",null,13
160,68.67,73,31.33,233,4,3,1.72,75,05112,"Duisburg, Stadt",null,15
