GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,current,current_time
Wunsiedel i. Fichtelgebirge,9479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11503.0,11503.0,11503.0,12078.0,12078.0,12078.0,12632.0,12829.0,12829.0,13473.0,13689.0,13689.0,13887.0,14339.0,14339.0,15362.0,15362.0,15362.0,17407.0,17908.0,18541.0,18541.0,19683.0,19683.0,19683.0,19683.0,19683.0,23732.0,23732.0,23732.0,23732.0,23945.0,26982.0,27417.0,28168.0,29209.0,29209.0,29209.0,29818.0,29818.0,29818.0,30967.0,30967.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335,32335,16/06/2021 00:00
Ansbach,9561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Erlangen,9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Fürth,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Nürnberg,9564,,,,,,,,,,,,,,,,,22098.0,22860.0,23773.0,23773.0,23773.0,23773.0,27795.0,28895.0,29771.0,29771.0,29771.0,29771.0,29771.0,34135.0,34962.0,36367.0,36367.0,36367.0,36367.0,40370.0,41531.0,41531.0,44356.0,45892.0,45892.0,45892.0,50694.0,52063.0,53610.0,55474.0,55474.0,57172.0,57172.0,61943.0,63795.0,63795.0,65275.0,87297.0,87297.0,65959.0,69909.0,94262.0,94262.0,94262.0,94262.0,100879.0,100879.0,107257.0,108859.0,85986.0,85986.0,88681.0,88681.0,88681.0,92074.0,92074.0,92074.0,95225.0,95225.0,97486.0,97486.0,103460.0,103460.0,117066.0,121527.0,125516.0,125516.0,125516.0,131677.0,133848.0,137582.0,137582.0,144874.0,144874.0,144874.0,144874.0,144874.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121,220121,17/06/2021 00:00
Schwabach,9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199,6199,16/06/2021 00:00
Ansbach,9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Erlangen-Höchstadt,9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Fürth,9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Nürnberger Land,9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11202.0,11202.0,11202.0,11202.0,8037.0,8044.0,12640.0,12640.0,12640.0,12640.0,12640.0,15806.0,16361.0,16361.0,17180.0,17180.0,17180.0,17180.0,19191.0,19191.0,19191.0,20070.0,20070.0,20070.0,20070.0,20070.0,22181.0,22602.0,23037.0,23037.0,23037.0,23037.0,24910.0,24910.0,26196.0,26418.0,26418.0,26418.0,26418.0,26418.0,29115.0,29115.0,29115.0,30908.0,30908.0,30908.0,30908.0,33472.0,33472.0,33472.0,39965.0,39965.0,39965.0,39965.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912,42912,16/06/2021 00:00
Neustadt a.d. Aisch-Bad Windsheim,9575,,,,,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,7419.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,23180.0,23180.0,23180.0,23180.0,25651.0,25651.0,25651.0,25651.0,25651.0,25651.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769,33769,16/06/2021 00:00
Roth,9576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,15024.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781.0,32781,32781,16/06/2021 00:00
Weißenburg-Gunzenhausen,9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415.0,11415,11415,17/06/2021 00:00
Aschaffenburg,9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Schweinfurt,9662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Würzburg,9663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/06/2021 00:00
Aschaffenburg,9671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Bad Kissingen,9672,1802.0,,,,1802.0,1802.0,1802.0,1802.0,1802.0,1802.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,4077.0,5766.0,6148.0,6148.0,6148.0,6701.0,6701.0,6701.0,6701.0,6701.0,8073.0,8073.0,8073.0,8073.0,8073.0,9920.0,9920.0,9920.0,9920.0,9920.0,9920.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,12305.0,14212.0,14212.0,14212.0,14212.0,14212.0,15967.0,15967.0,15967.0,15967.0,15967.0,15967.0,15967.0,18665.0,18665.0,19269.0,19269.0,19667.0,19667.0,19667.0,19667.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,21216.0,27964.0,27964.0,27964.0,28560.0,28560.0,30573.0,30573.0,30573.0,30573.0,30573.0,30573.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472.0,34472,34472,16/06/2021 00:00
Rhön-Grabfeld,9673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,7151.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913.0,38913,38913,16/06/2021 00:00
Haßberge,9674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,7306.0,8808.0,8808.0,8808.0,8808.0,8808.0,8808.0,8808.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,13913.0,17811.0,17811.0,17811.0,17811.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,19363.0,22917.0,22917.0,22917.0,22917.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404.0,24404,24404,16/06/2021 00:00
Kitzingen,9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9642.0,9642.0,9642.0,9642.0,9642.0,9642.0,9642.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,11258.0,15236.0,15562.0,15562.0,15562.0,16618.0,16618.0,16618.0,17434.0,17434.0,17434.0,18662.0,19086.0,19086.0,22170.0,22434.0,23126.0,23126.0,27176.0,27912.0,27912.0,27912.0,27912.0,27912.0,27912.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647.0,31647,31647,16/06/2021 00:00
Miltenberg,9676,3100.0,,,,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,3916.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,16230.0,29000.0,29000.0,29000.0,29000.0,29000.0,29000.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700.0,38700,38700,16/06/2021 00:00
Main-Spessart,9677,,,,,,,,,,,,,,,,,,,,,,,,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,5271.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,12738.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,15363.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586.0,26586,26586,16/06/2021 00:00
Schweinfurt,9678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 00:00
Würzburg,9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/06/2021 00:00
Augsburg,9761,,,,,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,6365.0,23921.0,23921.0,23921.0,23921.0,23921.0,23921.0,23921.0,23921.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,30235.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,43372.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,55464.0,77318.0,77318.0,77318.0,77318.0,77318.0,77318.0,77318.0,85480.0,85480.0,85480.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368.0,105368,105368,16/06/2021 00:00
Kaufbeuren,9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/06/2021 17:30
Kempten (Allgäu),9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/06/2021 00:00
Memmingen,9764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410.0,11410,11410,16/06/2021 00:00
Aichach-Friedberg,9771,1233.0,,,,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,1233.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,6155.0,6155.0,6155.0,6155.0,6155.0,6155.0,6155.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,7670.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,23091.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823.0,33823,33823,16/06/2021 00:00
Augsburg,9772,,,,,,,,,,,,,9823.0,9823.0,10455.0,10455.0,10455.0,10455.0,10455.0,10455.0,10455.0,10455.0,10455.0,10455.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,13563.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,34383.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,47524.0,68147.0,70022.0,70022.0,70022.0,70022.0,70022.0,76873.0,77857.0,77857.0,83397.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688.0,85688,85688,16/06/2021 00:00
