GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,current,current_time
Rheingau-Taunus-Kreis,6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,12438.0,12438.0,12438.0,12438.0,12438.0,12438.0,12438.0,16127.0,16127.0,16127.0,18388.0,18388.0,18388.0,18388.0,18388.0,18388.0,18388.0,18388.0,18388.0,18388.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,26051.0,34215.0,34215.0,34215.0,34215.0,34215.0,34215.0,34215.0,34215.0,34215.0,34215,34215,21/04/2021 00:00
Wetteraukreis,6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006.0,45006,45006,21/04/2021 00:00
Gießen,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Lahn-Dill-Kreis,6532,3692.0,,,,6276.0,6276.0,6276.0,6801.0,6801.0,6801.0,6801.0,6801.0,7101.0,7178.0,7178.0,7444.0,7444.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,11633.0,11633.0,11633.0,12075.0,12375.0,12375.0,12375.0,12375.0,12375.0,12375.0,14186.0,14186.0,14186.0,14186.0,14186.0,14186.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975.0,25489.0,26048.0,26048.0,26048.0,26048.0,26048.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,28873.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124.0,39124,39124,21/04/2021 00:00
Limburg-Weilburg,6533,,,,,2262.0,2724.0,2724.0,2724.0,2724.0,2828.0,2828.0,2828.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,5264.0,5264.0,5264.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,22510.0,22510.0,22510.0,22510.0,22510.0,22510.0,22510.0,22510.0,22510.0,26222.0,26222,26222,21/04/2021 00:00
Marburg-Biedenkopf,6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,26523.0,48299.0,48299.0,48299.0,51566.0,51566.0,51566.0,51566.0,51566.0,51566.0,51566,51566,20/04/2021 00:00
Vogelsbergkreis,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Kassel,6611,3055.0,,,,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069,17069,21/04/2021 00:00
Fulda,6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Hersfeld-Rotenburg,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20269.0,20269.0,21047.0,21047.0,21047.0,21047.0,21047.0,21047.0,21047.0,21047.0,23747.0,23747.0,23747.0,23747.0,25146.0,25431.0,25431.0,25431.0,25431.0,25431,25431,21/04/2021 00:00
Kassel,6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Schwalm-Eder-Kreis,6634,,,,,4386.0,4386.0,4386.0,4875.0,4875.0,4875.0,4875.0,4875.0,5564.0,5564.0,5995.0,5995.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,8089.0,8089.0,8089.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,15864.0,15864.0,15864.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,17297.0,22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,22056.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,25614.0,31660.0,31660.0,31660.0,31660.0,31660.0,31660.0,31660.0,31660.0,38074.0,38074,38074,21/04/2021 00:00
Waldeck-Frankenberg,6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Werra-Meißner-Kreis,6636,2445.0,,,,3904.0,3904.0,3904.0,3904.0,3904.0,4206.0,4374.0,4374.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,6034.0,6034.0,6034.0,6034.0,6034.0,7046.0,7046.0,7046.0,7046.0,7046.0,7665.0,7665.0,7665.0,7665.0,7665.0,7665.0,9177.0,9177.0,9918.0,9918.0,11078.0,11565.0,11565.0,11565.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,12772.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,15931.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493.0,19493,19493,21/04/2021 00:00
Koblenz,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Ahrweiler,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24769.0,24769.0,27016.0,27016.0,27016.0,27016.0,27016.0,29716.0,29716.0,29716.0,29716.0,29716.0,29716.0,29716.0,35680.0,35680,35680,21/04/2021 00:00
Altenkirchen (Westerwald),7132,1680.0,,,,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,7983.0,7983.0,7983.0,7983.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,9162.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,11775.0,17589.0,17589.0,17589.0,17589,17589,21/04/2021 00:00
Bad Kreuznach,7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27235.0,27235.0,27235,27235,20/04/2021 00:00
Birkenfeld,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Cochem-Zell,7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Mayen-Koblenz,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Neuwied,7138,6465.0,,,,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,33083.0,33083.0,33083.0,33083.0,33083.0,33083.0,33083.0,33083.0,38875.0,38875,38875,20/04/2021 00:00
Rhein-Hunsrück-Kreis,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Rhein-Lahn-Kreis,7141,3321.0,,,,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,4064.0,4064.0,4064.0,4064.0,4064.0,4064.0,5037.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,9353.0,9353.0,9353.0,9918.0,9918.0,9918.0,11097.0,11097.0,11257.0,11570.0,11570.0,11570.0,11570.0,11570.0,11570.0,11570.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,12746.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,15699.0,22174.0,22174.0,23072.0,23072.0,23072.0,24322.0,24322,24322,20/04/2021 00:00
Westerwaldkreis,7143,2021.0,,,,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,7985.0,7985.0,15964.0,15964.0,8979.0,8979.0,8979.0,8979.0,8979.0,18107.0,18414.0,18414.0,18414.0,18414.0,18414.0,18414.0,21193.0,21193.0,14433.0,14433.0,14433.0,14433.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,18778.0,18778.0,19357.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,20167.0,27340.0,27340.0,28328.0,28328.0,28328.0,28328.0,28328.0,28328.0,32617.0,32617.0,34482.0,34482.0,34482.0,34482,34482,21/04/2021 00:00
Trier,7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Bernkastel-Wittlich,7231,2727.0,,,,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,7319.0,7319.0,7319.0,7319.0,7319.0,7319.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,8866.0,12903.0,12903.0,12903.0,12903.0,12903.0,12903.0,12903.0,12903.0,12903.0,14578.0,14578.0,14578.0,14578.0,14578.0,14578.0,14578.0,16615.0,16615,16615,21/04/2021 00:00
Eifelkreis Bitburg-Prüm,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Vulkaneifel,7233,2304.0,,,,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,5237.0,5237.0,4153.0,4153.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,10070.0,10070.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,10570.0,17911.0,17911.0,17911.0,17911.0,17911.0,17911.0,19843.0,19843.0,19843,19843,20/04/2021 00:00
Trier-Saarburg,7235,8600.0,,,,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406.0,18406,18406,20/04/2021 00:00
Frankenthal (Pfalz),7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Kaiserslautern,7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Landau in der Pfalz,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Ludwigshafen am Rhein,7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Mainz,7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Neustadt an der Weinstraße,7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Pirmasens,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Speyer,7318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Worms,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Zweibrücken,7320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Alzey-Worms,7331,995.0,,,,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995.0,995,995,21/04/2021 00:00
Bad Dürkheim,7332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Donnersbergkreis,7333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Germersheim,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Kaiserslautern,7335,,,,,,,,,,,,,,,,,,,,,,,,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891.0,5891,5891,20/04/2021 00:00
Kusel,7336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Südliche Weinstraße,7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Rhein-Pfalz-Kreis,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Mainz-Bingen,7339,2689.0,,,,2689.0,2689.0,2689.0,2689.0,5476.0,5476.0,5476.0,5476.0,5476.0,5476.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,6565.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266.0,8266,8266,21/04/2021 00:00
Südwestpfalz,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Stuttgart,8111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275709.0,275709.0,275709.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,306101.0,356912.0,356912.0,356912,356912,20/04/2021 00:00
Böblingen,8115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31126.0,31126.0,31126,31126,21/04/2021 00:00
Esslingen,8116,,,,,,,,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,557.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,2340.0,57532.0,57532.0,57532.0,57532.0,57532.0,57532,57532,21/04/2021 00:00
Göppingen,8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Ludwigsburg,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Rems-Murr-Kreis,8119,2695.0,,,,3520.0,3757.0,3757.0,3757.0,3757.0,3757.0,3775.0,3775.0,4301.0,4544.0,4544.0,4544.0,4544.0,4544.0,5048.0,5184.0,5184.0,5184.0,5184.0,5184.0,5184.0,6469.0,6469.0,6673.0,6673.0,6673.0,7546.0,7546.0,7546.0,7546.0,8593.0,8981.0,9494.0,10006.0,10470.0,10470.0,11730.0,11893.0,11893.0,12795.0,12795.0,13749.0,14430.0,15012.0,15317.0,15317.0,15317.0,16189.0,16213.0,16513.0,16513.0,16744.0,17279.0,18247.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,18727.0,20112.0,20112.0,20700.0,20700.0,20791.0,20903.0,21600.0,22198.0,22788.0,22788.0,24024.0,24658.0,24658.0,25687.0,25687.0,27520.0,28825.0,28825.0,29241.0,30700.0,30700,30700,21/04/2021 00:00
Heilbronn,8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Heilbronn,8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Hohenlohekreis,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Schwäbisch Hall,8127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/04/2021 00:00
Main-Tauber-Kreis,8128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654.0,7654,7654,21/04/2021 00:00
