GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,current,current_time
Emsland,3454,,,,,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,4517.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,18700.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,23380.0,64623.0,64623.0,64623.0,64623.0,64623.0,64623.0,64623.0,64623,64623,21/04/2021 00:00
Friesland,3455,,,,,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,5195.0,6742.0,6742.0,6742.0,6742.0,6742.0,6742.0,8557.0,8557.0,8557.0,8557.0,8557.0,8557.0,8557.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,10265.0,16919.0,16919.0,16919.0,16919.0,16919.0,16919.0,16919.0,16919.0,19898.0,19898,19898,21/04/2021 00:00
Grafschaft Bentheim,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,8109.0,29251.0,29251.0,29251.0,29251.0,29251.0,29251.0,29251.0,29251,29251,21/04/2021 00:00
Leer,3457,430.0,,,,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411.0,4411,4411,21/04/2021 00:00
Oldenburg,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956.0,7956,7956,21/04/2021 00:00
Osnabrück,3459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/04/2021 00:00
Vechta,3460,1310.0,,,,2584.0,2584.0,2584.0,3418.0,3418.0,3889.0,3889.0,3889.0,3889.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,5520.0,8032.0,8032.0,8032.0,8032.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,9049.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107.0,30107,30107,20/04/2021 00:00
Wesermarsch,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,10908.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,13799.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386.0,17386,17386,21/04/2021 00:00
Wittmund,3462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,3806.0,7464.0,7464.0,7464.0,7464.0,7464.0,7564.0,7580.0,8004.0,8004.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,8393.0,10850.0,10850.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347.0,11347,11347,21/04/2021 00:00
Bremen,4011,12901.0,,,,18521.0,18989.0,19613.0,20382.0,20382.0,21958.0,22833.0,23839.0,24767.0,25484.0,26071.0,26725.0,27527.0,27527.0,29200.0,29200.0,31259.0,31259.0,33131.0,34131.0,35203.0,35203.0,51577.0,51577.0,39013.0,39013.0,39013.0,41803.0,41803.0,41803.0,41803.0,41803.0,41803.0,41803.0,41803.0,41803.0,55814.0,55814.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,58886.0,79096.0,80736.0,80736.0,80736.0,80736.0,80736.0,80736.0,80736.0,80736.0,80736.0,99662.0,99662.0,99662.0,99662.0,99662.0,99662.0,99662.0,99662.0,99662.0,99662.0,127072.0,127072.0,130960.0,137251.0,140129.0,142716.0,142716.0,148772.0,148772.0,148772.0,148772.0,148772.0,148772,148772,21/04/2021 00:00
Bremerhaven,4012,2935.0,,,,3866.0,3866.0,3866.0,4321.0,4321.0,4719.0,4946.0,5154.0,5400.0,5545.0,5575.0,5729.0,5942.0,5942.0,6675.0,6675.0,7143.0,7143.0,7377.0,7633.0,8021.0,8021.0,11632.0,11632.0,8803.0,8803.0,8803.0,9521.0,9521.0,9521.0,9521.0,9521.0,9521.0,9521.0,9521.0,9521.0,12276.0,12276.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,12602.0,16434.0,16434.0,16434.0,16434.0,16434.0,16434.0,16434.0,16434.0,16434.0,16434.0,21185.0,21185.0,21185.0,21185.0,21185.0,21185.0,21185.0,21185.0,21185.0,21185.0,27299.0,27299.0,27948.0,28616.0,29315.0,30082.0,30082.0,31580.0,31580.0,31580.0,31580.0,31580.0,31580,31580,21/04/2021 00:00
Düsseldorf,5111,14343.0,,,,14343.0,16718.0,16718.0,18455.0,19184.0,20145.0,20145.0,21974.0,21974.0,21974.0,21974.0,21974.0,26993.0,26993.0,26993.0,31543.0,31543.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,32825.0,49196.0,51514.0,51514.0,51514.0,51514.0,56334.0,56334.0,56334.0,62845.0,63311.0,66354.0,66354.0,66354.0,66354.0,66354.0,66354.0,66354.0,66354.0,66354.0,66354.0,86373.0,86373.0,86373.0,92144.0,92144.0,99314.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,101882.0,132753.0,132753.0,132753.0,132753.0,132753.0,132753.0,132753.0,132753.0,159329.0,163601.0,163601.0,163601.0,163601,163601,21/04/2021 00:00
Duisburg,5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92882.0,92882.0,92882.0,92882.0,92882.0,92882.0,92882.0,92882.0,113444.0,113444.0,113444.0,113444.0,113444,113444,21/04/2021 00:00
Essen,5113,10421.0,,,,11675.0,11733.0,11733.0,11733.0,11733.0,11733.0,11733.0,11733.0,12132.0,12132.0,12132.0,12132.0,12132.0,12132.0,12132.0,12132.0,12132.0,23865.0,23865.0,23865.0,23865.0,23865.0,23865.0,23865.0,23865.0,23865.0,23865.0,32268.0,32268.0,32268.0,34317.0,34317.0,34317.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,36604.0,119402.0,119402.0,119402.0,119402.0,119402.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,100461.0,127853.0,127853.0,127853.0,127853.0,127853.0,127853.0,127853.0,127853.0,127853.0,161445.0,161445.0,165793.0,165793,165793,21/04/2021 00:00
Krefeld,5114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202.0,45202,45202,20/04/2021 00:00
Mönchengladbach,5116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,33933.0,53491.0,53986.0,54709.0,54709.0,54709.0,54709.0,54709.0,54709.0,54709.0,54709.0,58615.0,58615.0,58615.0,58615,58615,21/04/2021 00:00
Mülheim an der Ruhr,5117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373.0,36373,36373,21/04/2021 00:00
Oberhausen,5119,4925.0,,,,5332.0,5332.0,5332.0,5332.0,5332.0,7749.0,8259.0,8259.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,29250.0,29250.0,29250.0,31350.0,31350.0,31350.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,32983.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763.0,38763,38763,21/04/2021 00:00
Remscheid,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458.0,24458,24458,20/04/2021 00:00
Solingen,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342.0,29342,29342,21/04/2021 00:00
Wuppertal,5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872.0,70872,70872,20/04/2021 20:10
Kleve,5154,,,,,,,,,,,,,,,,,,,,,,,,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980,66980,21/04/2021 00:00
Mettmann,5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332,77332,21/04/2021 00:00
Rhein-Kreis Neuss,5162,5437.0,,,,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,107837.0,107837,107837,20/04/2021 00:00
Viersen,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456,45456,20/04/2021 00:00
Wesel,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370,86370,21/04/2021 00:00
Bonn,5314,,,,,,,,,,,,,,,,,,,,,,,,,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,26458.0,26458.0,26458.0,26458.0,26458.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,57083.0,57083.0,57083.0,59962.0,59962.0,59962.0,61976.0,63729.0,63729.0,66506.0,67710.0,68689.0,68689.0,68689.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,107187.0,107187.0,107187.0,110340.0,110340,110340,21/04/2021 00:00
Köln,5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201469.0,201469.0,201469.0,201469.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282,208282,20/04/2021 00:00
Leverkusen,5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246,29246,21/04/2021 00:00
Städteregion Aachen,5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997,109997,21/04/2021 00:00
Düren,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190,54190,20/04/2021 00:00
Rhein-Erft-Kreis,5362,8992.0,,,,8992.0,8992.0,8992.0,8992.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,14294.0,14294.0,14294.0,14294.0,14294.0,19325.0,19325.0,19325.0,20336.0,20336.0,20336.0,21699.0,21699.0,21699.0,21699.0,21699.0,24161.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185,69185,20/04/2021 00:00
Euskirchen,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658,35658,20/04/2021 00:00
Heinsberg,5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,69402.0,69402,69402,21/04/2021 00:00
Oberbergischer Kreis,5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161,54161,21/04/2021 00:00
Rheinisch-Bergischer Kreis,5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,65283.0,65283.0,65283.0,65283.0,65283,65283,20/04/2021 00:00
Rhein-Sieg-Kreis,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057,86057,20/04/2021 00:00
Bottrop,5512,,,,,,,,,,,,,,,,,,,,,,,,,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,20464.0,20464.0,20464.0,20464.0,20464.0,23090.0,23090.0,23090.0,26689.0,26689.0,26689.0,26689.0,26689.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022,31022,20/04/2021 00:00
Gelsenkirchen,5513,2408.0,,,,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,30774.0,30774.0,30774.0,30774.0,32895.0,32895.0,32895.0,32895.0,32895.0,37473.0,37473.0,37473.0,37473.0,37473.0,41667.0,41667.0,41667.0,51862.0,51862.0,51862.0,51862.0,51862.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519,56519,21/04/2021 00:00
Münster,5515,4307.0,,,,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,55967.0,55967.0,55967.0,55967.0,55967.0,62222.0,62222.0,62222.0,71834.0,71834.0,71834.0,71834.0,71834.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892,83892,21/04/2021 00:00
Borken,5554,3555.0,,,,3555.0,3555.0,3555.0,3555.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,21360.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,51215.0,51215.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,71299.0,71299.0,71299.0,78588.0,78588.0,78588.0,78588.0,78588.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530,89530,21/04/2021 00:00
Coesfeld,5558,3085.0,,,,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,37084.0,37084.0,37084.0,37084.0,37084.0,40271.0,40271.0,40271.0,45232.0,45232.0,45232.0,45232.0,45232.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439,51439,20/04/2021 00:00
Recklinghausen,5562,9376.0,,,,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,57359.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,71838.0,71838.0,71838.0,72968.0,72968.0,72968.0,72968.0,79970.0,79970.0,79970.0,79970.0,79970.0,79970.0,79970.0,88803.0,88803.0,88803.0,88803.0,88803.0,98584.0,98584.0,98584.0,114628.0,114628.0,114628.0,114628.0,114628.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560,137560,21/04/2021 00:00
Steinfurt,5566,8936.0,,,,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,52920.0,52920.0,52920.0,52920.0,52920.0,52920.0,52920.0,52920.0,52920.0,66069.0,66069.0,66069.0,66069.0,66069.0,73259.0,73259.0,73259.0,86188.0,86188.0,86188.0,86188.0,86188.0,100423.0,100423.0,100423.0,100423.0,100423.0,100423.0,100423.0,100423,100423,21/04/2021 00:00
