GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,current,current_time
Oberhausen,5119,4925.0,,,,5332.0,5332.0,5332.0,5332.0,5332.0,7749.0,8259.0,8259.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,9470.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,13492.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,18038.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,23070.0,29250.0,29250.0,29250.0,31350,31350,24/03/2021 00:00
Remscheid,5120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Solingen,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Wuppertal,5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 19:40
Kleve,5154,,,,,,,,,,,,,,,,,,,,,,,,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771,29771,24/03/2021 00:00
Mettmann,5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Rhein-Kreis Neuss,5162,5437.0,,,,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846,30846,23/03/2021 00:00
Viersen,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Wesel,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Bonn,5314,,,,,,,,,,,,,,,,,,,,,,,,,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,26458.0,26458.0,26458.0,26458.0,26458.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,57083.0,57083.0,57083.0,59962.0,59962.0,59962.0,61976,61976,24/03/2021 00:00
Köln,5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Leverkusen,5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Städteregion Aachen,5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Düren,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Rhein-Erft-Kreis,5362,8992.0,,,,8992.0,8992.0,8992.0,8992.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,14294.0,14294.0,14294.0,14294.0,14294.0,19325.0,19325.0,19325.0,20336.0,20336.0,20336.0,21699.0,21699.0,21699.0,21699.0,21699.0,24161.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,55203.0,55203.0,55203.0,55203.0,55203,55203,24/03/2021 00:00
Euskirchen,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Heinsberg,5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Oberbergischer Kreis,5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Rheinisch-Bergischer Kreis,5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Rhein-Sieg-Kreis,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Bottrop,5512,,,,,,,,,,,,,,,,,,,,,,,,,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,15568.0,15568,15568,24/03/2021 00:00
Gelsenkirchen,5513,2408.0,,,,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,30774.0,30774,30774,24/03/2021 00:00
Münster,5515,4307.0,,,,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,43961.0,43961,43961,24/03/2021 00:00
Borken,5554,3555.0,,,,3555.0,3555.0,3555.0,3555.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,21360.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,51215.0,51215,51215,24/03/2021 00:00
Coesfeld,5558,3085.0,,,,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,28690.0,28690,28690,23/03/2021 00:00
Recklinghausen,5562,9376.0,,,,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,57359.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,71838.0,71838.0,71838.0,72968.0,72968.0,72968.0,72968,72968,24/03/2021 00:00
Steinfurt,5566,8936.0,,,,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,52920.0,52920,52920,24/03/2021 00:00
Warendorf,5570,6000.0,,,,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,35294.0,35294,35294,23/03/2021 00:00
Bielefeld,5711,3013.0,,,,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,38543.0,38543,38543,23/03/2021 00:00
Gütersloh,5754,3075.0,,,,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,40747.0,40747,40747,24/03/2021 00:00
Herford,5758,2908.0,,,,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,12082.0,12082.0,12082.0,12082.0,12082.0,12082.0,12082.0,28315.0,28315,28315,23/03/2021 00:00
Höxter,5762,3194.0,,,,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,19593.0,19593,19593,24/03/2021 00:00
Lippe,5766,5186.0,,,,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,38200.0,38200,38200,24/03/2021 00:00
Minden-Lübbecke,5770,1553.0,,,,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,26399.0,26399.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,28066.0,41790.0,41790,41790,23/03/2021 00:00
Paderborn,5774,3837.0,,,,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,28914.0,33892.0,33892,33892,24/03/2021 00:00
Bochum,5911,10295.0,,,,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,19503.0,19503.0,19503.0,19503.0,20890.0,20890.0,20890.0,20890.0,20890.0,25254.0,25254.0,25254.0,16037.0,16037.0,27428.0,27428.0,27428.0,29315.0,29315.0,31417.0,31417.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,41225.0,41225.0,41225.0,41225.0,44791.0,46121.0,46121.0,46121.0,46121.0,46121.0,46121.0,46121.0,53732.0,53732.0,53732.0,56464.0,56464.0,56464.0,56464,56464,23/03/2021 00:00
Dortmund,5913,5254.0,,,,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,20134.0,20134.0,20134.0,20134.0,23191.0,23191.0,23191.0,23191.0,23191.0,26806.0,26806.0,26806.0,26806.0,26806.0,26806.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,44146.0,44146.0,50182.0,50182.0,50182.0,50182.0,50182.0,50182.0,56959.0,56959,56959,23/03/2021 00:00
Hagen,5914,2911.0,,,,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,27284.0,27284,27284,24/03/2021 00:00
Hamm,5915,2167.0,,,,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,21255.0,21255,21255,23/03/2021 00:00
Herne,5916,3033.0,,,,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,17000.0,17000,17000,24/03/2021 00:00
Ennepe-Ruhr-Kreis,5954,3158.0,,,,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,34525.0,34525,34525,24/03/2021 00:00
Hochsauerlandkreis,5958,1838.0,,,,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,32159.0,32159,32159,24/03/2021 00:00
Märkischer Kreis,5962,1708.0,,,,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,45403.0,45403,45403,24/03/2021 00:00
Olpe,5966,2528.0,,,,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,17188.0,17188,17188,23/03/2021 00:00
Siegen-Wittgenstein,5970,1204.0,,,,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,51938.0,51938,51938,24/03/2021 00:00
Soest,5974,3699.0,,,,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,38724.0,38724,38724,24/03/2021 00:00
Unna,5978,2785.0,,,,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,14525.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,44300.0,44300,44300,24/03/2021 00:00
Darmstadt,6411,3524.0,,,,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774,18774,23/03/2021 00:00
Frankfurt am Main,6412,4500.0,,,,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,31915.0,31915.0,31915.0,31915.0,52300.0,78441.0,84951.0,84951.0,84951.0,84951.0,84951.0,84951.0,84951.0,100396.0,100396.0,100396.0,100396.0,100396.0,100396.0,100396,100396,24/03/2021 00:00
Offenbach am Main,6413,,,,,,,,,,,,,,,,,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363,2363,24/03/2021 00:00
Wiesbaden,6414,6887.0,,,,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,13236.0,13236.0,13236.0,13236.0,14804.0,14804.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,27535.0,27535.0,27535.0,27535.0,27535.0,27535.0,32750.0,32750.0,32750.0,32750.0,32750.0,32750.0,38717.0,38717.0,38717.0,38717.0,43835.0,43835.0,43835.0,43835.0,43835.0,43835.0,43835,43835,24/03/2021 00:00
Bergstraße,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/03/2021 00:00
Darmstadt-Dieburg,6432,2484.0,,,,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164.0,17164,17164,23/03/2021 00:00
Groß-Gerau,6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/03/2021 00:00
Hochtaunuskreis,6434,,,,,,,,,,,,,,,,,,,,,,,,10326.0,10326.0,10573.0,10573.0,10573.0,10573.0,11509.0,11509.0,12200.0,12412.0,12412.0,12412.0,12412.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,26867.0,26867,26867,23/03/2021 00:00
Main-Kinzig-Kreis,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22600.0,22600.0,22600.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769.0,25769,25769,24/03/2021 00:00
Main-Taunus-Kreis,6436,1032.0,,,,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,9992.0,9992.0,9992.0,9992.0,9992.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201,13201,24/03/2021 00:00
Odenwaldkreis,6437,1422.0,,,,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,8244.0,8244.0,8244.0,8244.0,8244.0,8244.0,8244.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833.0,10833,10833,23/03/2021 00:00
