date	dosen_kumulativ	dosen_biontech_kumulativ	dosen_biontech_erst_kumulativ	dosen_biontech_zweit_kumulativ	dosen_biontech_dritt_kumulativ	dosen_moderna_kumulativ	dosen_moderna_erst_kumulativ	dosen_moderna_zweit_kumulativ	dosen_moderna_dritt_kumulativ	dosen_astra_kumulativ	dosen_astra_erst_kumulativ	dosen_astra_zweit_kumulativ	dosen_astra_dritt_kumulativ	dosen_johnson_kumulativ	dosen_johnson_erst_kumulativ	dosen_johnson_zweit_kumulativ	dosen_johnson_dritt_kumulativ	dosen_novavax_kumulativ	dosen_novavax_erst_kumulativ	dosen_novavax_zweit_kumulativ	dosen_novavax_dritt_kumulativ	dosen_erst_kumulativ	dosen_zweit_kumulativ	dosen_dritt_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_dritt_differenz_zum_vortag	dosen_vollstaendig_differenz_zum_vortag	dosen_erst_unvollstaendig_differenz_zum_vortag	personen_erst_kumulativ	personen_voll_kumulativ	personen_auffrisch_kumulativ	impf_quote_erst	impf_quote_voll	dosen_dim_kumulativ	dosen_kbv_kumulativ	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-07-11	82715018	60952937	33863829	27088540	568	7495043	3994126	3500620	297	12127172	9202534	2924591	47	2139866	2139750	54	62	0	0	0	0	49200239	33513805	974	228969	70148	158816	5	167224	61740	49200239	35653671	974	0.59167	0.42876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-12	83184591	61305386	33985598	27319210	578	7573922	4023356	3550265	301	12151272	9204425	2946800	47	2154011	2153888	58	65	0	0	0	0	49367267	33816333	991	469573	167028	302528	17	316666	152890	49367267	35970344	991	0.59368	0.43257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-13	83949375	61938040	34138961	27798483	596	7651301	4049560	3601437	304	12186049	9206705	2979297	47	2173985	2173861	59	65	0	0	0	0	49569087	34379276	1012	764784	201820	562943	21	582916	181847	49569087	36553261	1012	0.5961	0.43958	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-14	84929740	62775977	34319878	28455473	626	7723176	4071024	3651843	309	12233330	9210403	3022880	47	2197257	2197042	59	156	0	0	0	0	49798347	35130255	1138	980365	229260	750979	126	774160	206079	49798347	37327512	1138	0.59886	0.44889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-15	85701886	63416000	34470877	28944487	636	7793967	4090403	3703245	319	12271987	9213289	3058651	47	2219932	2219710	59	163	0	0	0	0	49994279	35706442	1165	772146	195932	576187	27	598855	173264	49994279	37926374	1165	0.60122	0.45609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-16	86366409	63961780	34604737	29356392	651	7858252	4107820	3750109	323	12304016	9215219	3088750	47	2242361	2242121	60	180	0	0	0	0	50169897	36195311	1201	664523	175618	488869	36	511280	153207	50169897	38437672	1201	0.60333	0.46224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-17	86640086	64137711	34659817	29477225	669	7921708	4123702	3797664	342	12319700	9216129	3103523	48	2260967	2260719	64	184	0	0	0	0	50260367	36378476	1243	273677	90470	183165	42	201763	71872	50260367	38639443	1243	0.60442	0.46467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-18	86841149	64274291	34710689	29562928	674	7963483	4133125	3830016	342	12331179	9216409	3114722	48	2272196	2271947	65	184	0	0	0	0	50332170	36507731	1248	201063	71803	129255	5	140483	60575	50332170	38779927	1248	0.60528	0.46636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-19	87224865	64573158	34789086	29783381	691	8014177	4146206	3867623	348	12351006	9217757	3133201	48	2286524	2286265	65	194	0	0	0	0	50439314	36784270	1281	383716	107144	276539	33	290857	92826	50439314	39070794	1281	0.60657	0.46985	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-20	87835621	65099262	34898520	30200023	719	8062497	4162081	3900066	350	12372977	9220295	3152634	48	2300885	2300625	65	195	0	0	0	0	50581521	37252788	1312	610756	142207	468518	31	482878	127847	50581521	39553673	1312	0.60828	0.47566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-21	88595063	65775796	35040431	30734628	737	8108578	4175252	3932974	352	12395814	9221901	3173865	48	2314875	2314615	65	195	0	0	0	0	50752199	37841532	1332	759442	170678	588744	20	602734	156688	50752199	40156407	1332	0.61033	0.48291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-22	89220892	66325586	35151811	31173003	772	8152018	4185509	3966154	355	12414720	9223303	3191366	51	2328568	2328301	68	199	0	0	0	0	50888924	38330591	1377	625829	136725	489059	45	502745	123039	50888924	40659159	1377	0.61198	0.48896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-23	89796637	66822006	35255448	31565757	801	8194333	4195602	3998363	368	12433330	9224664	3208612	54	2346968	2346698	68	202	0	0	0	0	51022412	38772800	1425	575745	133488	442209	48	460606	115091	51022412	41119768	1425	0.61358	0.4945	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-24	90009493	66977306	35300809	31675677	820	8231935	4202991	4028570	374	12441086	9225432	3215600	54	2359166	2358681	68	417	0	0	0	0	51087913	38919915	1665	212856	65501	147115	240	159098	53518	51087913	41279081	1665	0.61437	0.49641	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-25	90134462	67061509	35326889	31733795	825	8263478	4209352	4053752	374	12444366	9225546	3218766	54	2365109	2364615	68	426	0	0	0	0	51126402	39006381	1679	124969	38489	86466	14	92400	32555	51126402	41371490	1679	0.61483	0.49752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-26	90475221	67338583	35388752	31948989	842	8303527	4219174	4083978	375	12456806	9226733	3230018	55	2376305	2375810	68	427	0	0	0	0	51210469	39263053	1699	340759	84067	256672	20	267867	72872	51210469	41639358	1699	0.61584	0.50074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-27	91032073	67820054	35478067	32341107	880	8345882	4228056	4117434	392	12476788	9228090	3248643	55	2389349	2388851	68	430	0	0	0	0	51323064	39707252	1757	556852	112595	444199	58	457240	99554	51323064	42096601	1757	0.6172	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-28	91727361	68430987	35590883	32839098	1006	8392937	4237717	4154810	410	12500195	9229344	3270794	57	2403242	2402728	69	445	0	0	0	0	51460672	40264771	1918	695288	137608	557519	161	571396	123731	51460672	42668013	1918	0.61885	0.51311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-29	92309298	68934506	35686670	33246727	1109	8436587	4247238	4188915	434	12520105	9230586	3289462	57	2418100	2417571	69	460	0	0	0	0	51582065	40725173	2060	581937	121393	460402	142	475245	106550	51582065	43143273	2060	0.62031	0.51883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-30	92810403	69356553	35771971	33583259	1323	8482210	4256639	4225114	457	12537307	9231668	3305581	58	2434333	2433766	69	498	0	0	0	0	51694044	41114023	2336	501105	111979	388850	276	405045	95784	51694044	43548356	2336	0.62166	0.5237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-07-31	93006726	69498195	35813577	33683144	1474	8518336	4262980	4254877	479	12543329	9231827	3311444	58	2446866	2446287	69	510	0	0	0	0	51754671	41249534	2521	196323	60627	135511	185	148032	48106	51754671	43696400	2521	0.62239	0.52548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-01	93124561	69582496	35840497	33740391	1608	8543499	4267247	4275747	505	12545653	9231910	3313685	58	2452913	2452334	69	510	0	0	0	0	51791988	41329892	2681	117835	37317	80358	160	86405	31270	51791988	43782805	2681	0.62284	0.52652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-02	93419938	69824012	35894428	33927859	1725	8577025	4272548	4303951	526	12554786	9232492	3322236	58	2464115	2463531	69	515	0	0	0	0	51862999	41554115	2824	295377	71011	224223	143	235420	59814	51862999	44018230	2824	0.62369	0.52935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-03	93884989	70225148	35966486	34256738	1924	8615614	4277636	4337418	560	12566748	9233233	3333457	58	2477479	2476892	70	517	0	0	0	0	51954247	41927683	3059	465051	91248	373568	235	386929	77887	51954247	44405162	3059	0.62479	0.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-04	94461994	70741185	36059113	34679949	2123	8652351	4283684	4368040	627	12578055	9233734	3344263	58	2490403	2489809	70	524	0	0	0	0	52066340	42392322	3332	577005	112093	464639	273	477556	99176	52066340	44882725	3332	0.62614	0.53975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-05	94983507	71200276	36139833	35058146	2297	8692239	4289070	4402507	662	12586066	9234348	3351660	58	2504926	2504323	71	532	0	0	0	0	52167574	42812384	3549	521513	101234	420062	217	434576	86720	52167574	45317310	3549	0.62735	0.54497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-06	95427670	71585812	36215638	35367680	2494	8728196	4294958	4432544	694	12593405	9234780	3358566	59	2520257	2519652	71	534	0	0	0	0	52265028	43158861	3781	444163	97454	346477	232	361806	82125	52265028	45679118	3781	0.62853	0.54932	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-07	95614062	71725438	36252422	35470386	2630	8760139	4299754	4459652	733	12594951	9234860	3360032	59	2533534	2532686	72	776	0	0	0	0	52319722	43290142	4198	186392	54694	131281	417	144315	41660	52319722	45823676	4198	0.62918	0.55106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-08	95730445	71815057	36273392	35538919	2746	8781983	4302576	4478655	752	12595871	9234902	3360910	59	2537534	2536684	72	778	0	0	0	0	52347554	43378556	4335	116383	27832	88414	137	92412	23834	52347554	45916090	4335	0.62952	0.55217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-09	96027045	72055613	36320769	35731870	2974	8823643	4307261	4515596	786	12601211	9235210	3365942	59	2546578	2545720	72	786	0	0	0	0	52408960	43613480	4605	296600	61406	234924	270	243960	52370	52408960	46160058	4605	0.63026	0.55511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-10	96459631	72426181	36390281	36032761	3139	8866404	4312370	4553219	815	12609095	9235782	3373254	59	2557951	2557089	72	790	0	0	0	0	52495522	43959306	4803	432586	86562	345826	198	357195	75193	52495522	46517257	4803	0.6313	0.5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-11	97005691	72899411	36487471	36408537	3403	8913723	4320361	4592503	859	12618820	9236457	3382304	59	2573737	2572872	72	793	0	0	0	0	52617161	44383416	5114	546060	121639	424110	311	439893	105856	52617161	46957153	5114	0.63276	0.56469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-12	97481499	73310952	36581435	36725791	3726	8952152	4327281	4623982	889	12625819	9236972	3388787	60	2592576	2591707	72	797	0	0	0	0	52737395	44738632	5472	475808	120234	355216	358	374051	101399	52737395	47331208	5472	0.63421	0.56919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-13	97907712	73669708	36669983	36995654	4071	8993382	4334612	4657843	927	12632349	9237454	3394835	60	2612273	2611393	72	808	0	0	0	0	52853442	45048404	5866	426213	116047	309772	394	329458	96361	52853442	47660677	5866	0.6356	0.57315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-14	98104230	73816372	36716551	37095526	4295	9025778	4339705	4685119	954	12633725	9237527	3396138	60	2628355	2627448	73	834	0	0	0	0	52921231	45176856	6143	196518	67789	128452	277	144507	51734	52921231	47805211	6143	0.63642	0.57489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-15	98222344	73905832	36744336	37157036	4460	9046642	4343070	4702607	965	12634411	9237554	3396797	60	2635459	2634548	73	838	0	0	0	0	52959508	45256513	6323	118114	38277	79657	180	86757	31177	52959508	47891972	6323	0.63688	0.57594	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-16	98489239	74122954	36807173	37311120	4661	9079849	4349421	4729447	981	12637252	9237832	3399360	60	2649184	2648269	73	842	0	0	0	0	53042695	45440000	6544	266895	83187	183487	221	197208	69466	53042695	48089184	6544	0.63788	0.57831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-17	98852719	74435449	36900237	37530325	4887	9109617	4354498	4754123	996	12643042	9238428	3404554	60	2664611	2663676	73	862	0	0	0	0	53156839	45689075	6805	363480	114144	249075	261	264482	98737	53156839	48353686	6805	0.63925	0.58149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-18	99277437	74805333	37012982	37787169	5182	9140010	4360541	4778463	1006	12649103	9238823	3410220	60	2682991	2682039	74	878	0	0	0	0	53294385	45975926	7126	424718	137546	286851	321	305214	119183	53294385	48658917	7126	0.6409	0.58516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-19	99613001	75091886	37110005	37976395	5486	9166363	4365958	4799330	1075	12653653	9239393	3414200	60	2701099	2700147	74	878	0	0	0	0	53415503	46189999	7499	335564	121118	214073	373	232181	103010	53415503	48891098	7499	0.64236	0.58795	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-20	99956600	75384665	37214743	38164027	5895	9190378	4371765	4817524	1089	12658827	9240031	3418735	61	2722730	2721775	75	880	0	0	0	0	53548314	46400361	7925	343599	132811	210362	426	231990	111183	53548314	49123091	7925	0.64396	0.59074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-21	100113395	75505485	37269774	38229502	6209	9211486	4376208	4834168	1110	12659554	9240093	3419400	61	2736870	2735911	75	884	0	0	0	0	53621986	46483145	8264	156795	73672	82784	339	96920	59536	53621986	49220015	8264	0.64484	0.59191	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-22	100207871	75578209	37301520	38270148	6541	9227018	4378713	4847180	1125	12659833	9240122	3419650	61	2742811	2741851	75	885	0	0	0	0	53662206	46537053	8612	94476	40220	53908	348	59848	34280	53662206	49279864	8612	0.64533	0.59263	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-23	100441484	75765366	37374738	38383788	6840	9256180	4383634	4871396	1150	12663463	9240424	3422977	62	2756475	2755508	75	892	0	0	0	0	53754304	46678236	8944	233613	92098	141183	332	154840	78441	53754304	49434711	8944	0.64643	0.59449	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-24	100740111	76017838	37475232	38535431	7175	9282114	4388220	4892725	1169	12667341	9241108	3426171	62	2772818	2771731	75	1012	0	0	0	0	53876291	46854402	9418	298627	121987	176166	474	192389	105764	53876291	49627220	9418	0.6479	0.5968	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-25	101083300	76314085	37592690	38713710	7685	9307034	4393539	4912308	1187	12671093	9241804	3429227	62	2791088	2789994	78	1016	0	0	0	0	54018027	47055323	9950	343189	141736	200921	532	219184	123473	54018027	49846411	9950	0.64961	0.59944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-26	101384605	76571953	37703321	38860503	8129	9329196	4398182	4929777	1237	12674238	9242256	3431920	62	2809218	2808018	79	1121	0	0	0	0	54151777	47222279	10549	301305	133750	166956	599	184980	115726	54151777	50031497	10549	0.65121	0.60167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-27	101638480	76782184	37793910	38979027	9247	9351626	4403156	4947146	1324	12676738	9242521	3434154	63	2827932	2826710	79	1143	0	0	0	0	54266297	47360406	11777	253875	114520	138127	1228	156819	95828	54266297	50188338	11777	0.65259	0.60355	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-28	101776159	76889098	37846691	39032415	9992	9366981	4406414	4959195	1372	12677273	9242560	3434649	64	2842807	2841569	79	1159	0	0	0	0	54337234	47426338	12587	137679	70937	65932	810	80791	56078	54337234	50269145	12587	0.65344	0.60452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-29	101861657	76959559	37876094	39072767	10698	9375401	4408208	4965765	1428	12677430	9242573	3434793	64	2849267	2848006	79	1182	0	0	0	0	54374881	47473404	13372	85498	37647	47066	785	53503	31210	54374881	50322671	13372	0.6539	0.60517	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-30	102054122	77120177	37944544	39162815	12818	9392554	4411682	4979406	1466	12679320	9242735	3436521	64	2862071	2860808	79	1184	0	0	0	0	54459769	47578821	15532	192465	84888	105417	2160	118219	72086	54459769	50440892	15532	0.65492	0.60659	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-08-31	102298145	77332499	38038721	39277416	16362	9408398	4414875	4992004	1519	12680987	9243008	3437915	64	2876261	2874943	79	1239	0	0	0	0	54571547	47707414	19184	244023	111778	128593	3652	142728	97643	54571547	50583675	19184	0.65626	0.60831	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-01	102594798	77596001	38146633	39418122	31246	9424132	4417632	5004193	2307	12683437	9243642	3439730	65	2891228	2889903	80	1245	0	0	0	0	54697810	47862125	34863	296653	126263	154711	15679	169671	111303	54697810	50753353	34863	0.65778	0.61035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-02	102853104	77825065	38242585	39534829	47651	9437199	4420097	5013952	3150	12685384	9244100	3441219	65	2905456	2904089	82	1285	0	0	0	0	54810871	47990082	52151	258306	113061	127957	17288	142143	98875	54810871	50895538	52151	0.65914	0.61206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-03	103100913	78043851	38332367	39648186	63298	9449449	4422341	5023243	3865	12687183	9244355	3442763	65	2920430	2919059	82	1289	0	0	0	0	54918122	48114274	68517	247809	107251	124192	16366	139162	92281	54918122	51034704	68517	0.66043	0.61373	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-04	103209226	78133411	38369846	39696024	67541	9457989	4423831	5029896	4262	12687514	9244369	3443079	66	2930312	2928937	82	1293	0	0	0	0	54966983	48169081	73162	108313	48861	54807	4645	64685	38983	54966983	51099393	73162	0.66102	0.61451	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-05	103274019	78187123	38392282	39724238	70603	9463685	4424752	5034410	4523	12687694	9244384	3443244	66	2935517	2934138	82	1297	0	0	0	0	54995556	48201974	76489	64793	28573	32893	3327	38094	23372	54995556	51137491	76489	0.66136	0.61497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-06	103429551	78322310	38445381	39792385	84544	9473429	4426775	5040928	5726	12689536	9245026	3444438	72	2944276	2942897	82	1297	0	0	0	0	55060079	48277833	91639	155532	64523	75859	15150	84618	55764	55060079	51222109	91639	0.66214	0.61598	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-07	103653344	78523932	38525026	39892623	106283	9482714	4428502	5047352	6860	12691497	9245725	3445699	73	2955201	2953809	82	1310	0	0	0	0	55153062	48385756	114526	223793	92983	107923	22887	118835	82071	55153062	51340957	114526	0.66326	0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-08	103914644	78759446	38615760	40011990	131696	9494882	4430462	5055949	8471	12692794	9245918	3446803	73	2967522	2966109	82	1331	0	0	0	0	55258249	48514824	141571	261300	105187	129068	27045	141368	92887	55258249	51482346	141571	0.66452	0.61911	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-09	104171114	78989947	38704709	40126605	158633	9506357	4432102	5064018	10237	12693952	9246147	3447729	76	2980858	2979430	82	1346	0	0	0	0	55362388	48638434	170292	256470	104139	123610	28721	136931	90818	55362388	51619292	170292	0.66577	0.62076	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-10	104399411	79188943	38777007	40232877	179059	9518859	4434081	5073106	11672	12695257	9246339	3448842	76	2996352	2994895	82	1375	0	0	0	0	55452322	48754907	192182	228297	89934	116473	21890	131938	74469	55452322	51751259	192182	0.66685	0.62235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-11	104510067	79279658	38808504	40286434	184720	9527682	4435747	5079749	12186	12695432	9246375	3448981	76	3007295	3005828	82	1385	0	0	0	0	55496454	48815246	198367	110656	44132	60339	6185	71272	33199	55496454	51822541	198367	0.66739	0.6232	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-12	104574932	79333981	38826314	40318715	188952	9532828	4436674	5083633	12521	12695510	9246385	3449048	77	3012613	3011141	82	1390	0	0	0	0	55520514	48851478	202940	64865	24060	36232	4573	41545	18747	55520514	51864091	202940	0.66767	0.6237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-13	104742328	79478462	38876087	40393632	208743	9542994	4439022	5090196	13776	12696478	9246513	3449887	78	3024394	3022911	82	1401	0	0	0	0	55584533	48933797	223998	167396	64019	82319	21058	94089	52249	55584533	51958191	223998	0.66844	0.62484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-14	104979912	79693175	38953546	40498395	241234	9551351	4441399	5095505	14447	12698347	9247321	3450946	80	3037039	3035552	82	1405	0	0	0	0	55677818	49044928	257166	237584	93285	111131	33168	123772	80644	55677818	52081967	257166	0.66957	0.62632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-15	105264706	79950885	39041397	40628217	281271	9562724	4444033	5103163	15528	12699597	9247470	3452041	86	3051500	3049991	82	1427	0	0	0	0	55782891	49183503	298312	284794	105073	138575	41146	153014	90634	55782891	52235003	298312	0.67083	0.62816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-16	105541513	80201081	39129741	40748807	322533	9572687	4446560	5109591	16536	12701156	9247928	3453142	86	3066589	3065074	82	1433	0	0	0	0	55889303	49311622	340588	276807	106412	128119	42276	143202	91329	55889303	52378211	340588	0.67211	0.62989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-17	105791249	80422668	39204778	40864822	353068	9583709	4449636	5116431	17642	12702061	9248151	3453824	86	3082811	3081288	82	1441	0	0	0	0	55983853	49435159	372237	249736	94550	123537	31649	139751	78336	55983853	52517970	372237	0.67325	0.63157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-18	105904382	80517705	39234935	40922329	360441	9591335	4451430	5121724	18181	12702302	9248267	3453948	87	3093040	3091510	82	1448	0	0	0	0	56026142	49498083	380157	113133	42289	62924	7920	73146	32067	56026142	52591123	380157	0.67376	0.63245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-19	105974159	80576575	39253217	40958208	365150	9597173	4453230	5124982	18961	12702518	9248330	3454101	87	3097893	3096358	82	1453	0	0	0	0	56051135	49537373	385651	69777	24993	39290	5494	44138	20145	56051135	52635266	385651	0.67406	0.63298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-20	106132726	80717078	39294615	41033389	389074	9605039	4455191	5129717	20131	12703463	9248536	3454834	93	3107146	3105606	82	1458	0	0	0	0	56103948	49618022	410756	158567	52813	80649	25105	89897	43565	56103948	52725168	410756	0.67469	0.63406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-21	106367120	80932467	39361860	41140445	430162	9612950	4457082	5134304	21564	12704504	9248960	3455449	95	3117199	3115655	82	1462	0	0	0	0	56183557	49730280	453283	234394	79609	112258	42527	122307	69560	56183557	52847479	453283	0.67565	0.63553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-22	106643003	81185989	39439125	41266129	480735	9622909	4458870	5140236	23803	12705370	9249056	3456218	96	3128735	3127180	83	1472	0	0	0	0	56274231	49862666	506106	275883	90674	132386	52823	143911	79149	56274231	52991401	506106	0.67674	0.63726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-23	106912076	81433495	39516184	41385160	532151	9631312	4460519	5145445	25348	12706119	9249169	3456851	99	3141150	3139592	83	1475	0	0	0	0	56365464	49987539	559073	269073	91233	124873	52967	137285	78821	56365464	53128689	559073	0.67784	0.63891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-24	107153603	81650922	39582110	41499612	569200	9640929	4462269	5152043	26617	12707191	9249686	3457405	100	3154561	3152996	83	1482	0	0	0	0	56447061	50109143	597399	241527	81597	121604	38326	135008	68193	56447061	53263704	597399	0.67882	0.64053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-25	107254131	81736614	39605718	41553455	577441	9647222	4463481	5156310	27431	12707276	9249724	3457451	101	3163019	3161450	83	1486	0	0	0	0	56480373	50167299	606459	100528	33312	58156	9060	66610	24858	56480373	53330318	606459	0.67922	0.64134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-26	107310867	81785291	39618959	41583412	582920	9651059	4464076	5159113	27870	12707309	9249728	3457480	101	3167208	3165637	83	1488	0	0	0	0	56498400	50200088	612379	56736	18027	32789	5920	36976	13840	56498400	53367296	612379	0.67943	0.64178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-27	107462988	81921924	39658347	41653561	610016	9657335	4465476	5163039	28820	12708290	9250360	3457829	101	3175439	3173858	83	1498	0	0	0	0	56548041	50274512	640435	152121	49641	74424	28056	82645	41420	56548041	53449951	640435	0.68003	0.64277	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-28	107687044	82129824	39720855	41753542	655427	9663083	4466535	5166242	30306	12709056	9250838	3458114	104	3185081	3183500	83	1498	0	0	0	0	56621728	50377981	687335	224056	73687	103469	46900	113111	64045	56621728	53563062	687335	0.68092	0.64413	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-29	107939310	82365176	39788076	41867502	709598	9668767	4467767	5169573	31427	12710410	9250992	3459308	110	3194957	3193362	83	1512	0	0	0	0	56700197	50496466	742647	252266	78469	118485	55312	128347	68607	56700197	53691423	742647	0.68186	0.64568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-09-30	108184172	82592987	39854667	41979999	758321	9674632	4469028	5172992	32612	12711670	9251795	3459765	110	3204883	3203288	83	1512	0	0	0	0	56778778	50612839	792555	244862	78581	116373	49908	126299	68655	56778778	53817722	792555	0.68281	0.6472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-10-01	108311975	82711575	39891975	42037752	781848	9677611	4469913	5174617	33081	12711905	9251861	3459933	111	3210884	3209276	83	1525	0	0	0	0	56823025	50672385	816565	127803	44247	59546	24010	65534	38259	56823025	53883269	816565	0.68334	0.64799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-10-02	108344239	82738633	39901870	42051685	785078	9679559	4470511	5175640	33408	12711975	9251871	3459992	112	3214072	3212463	83	1526	0	0	0	0	56836715	50687400	820124	32264	13690	15015	3559	18202	10503	56836715	53901472	820124	0.6835	0.6482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-10-03	108358131	82750291	39905970	42057760	786561	9680704	4470785	5176269	33650	12712008	9251873	3460023	112	3215128	3213519	83	1526	0	0	0	0	56842147	50694135	821849	13892	5432	6735	1725	7791	4376	56842147	53909263	821849	0.68357	0.6483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-10-04	108453875	82836886	39932093	42099488	805305	9684202	4471623	5177799	34780	12712740	9252319	3460308	113	3220047	3218436	83	1528	0	0	0	0	56874471	50737678	841726	95744	32324	43543	19877	48460	27407	56874471	53957725	841726	0.68396	0.64888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-10-05	108636731	83009875	39980580	42182195	847100	9687718	4472552	5179558	35608	12713589	9252766	3460708	115	3225549	3223937	83	1529	0	0	0	0	56929835	50822544	884352	182856	55364	84866	42626	90367	49863	56929835	54048093	884352	0.68462	0.64997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
