date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-01-25	1959043	97339	57745	39594	1935587	23456	0	1672049	286994	0.02010	0.00345	669458	938359	73333	664015	570456	802394	64138	546595	99002	135965	9195	117420
2021-01-26	2061715	102672	53109	49563	2036670	25045	0	1725158	336557	0.02074	0.00405	707597	986549	77004	691704	595216	823085	65438	558590	112381	163464	11566	133114
2021-01-27	2174707	112992	54022	58970	2147751	26956	0	1779180	395527	0.02139	0.00476	747887	1040982	82056	723402	618467	845387	67229	570774	129420	195595	14827	152628
2021-01-28	2275254	100547	51625	48922	2241815	33439	0	1830805	444449	0.02201	0.00534	784464	1089856	86178	749737	640137	868290	68752	582640	144327	221566	17426	167097
2021-01-29	2384520	109266	55798	53468	2349678	34842	0	1886603	497917	0.02268	0.00599	824695	1141228	91434	777699	662054	892227	70957	593619	162641	249001	20477	184080
2021-01-30	2471803	87283	39535	47748	2436087	35716	0	1926138	545665	0.02316	0.00656	857936	1181557	95075	803010	678166	910500	72351	601483	179770	271057	22724	201527
2021-01-31	2534475	62672	31320	31352	2498417	36058	0	1957458	577017	0.02354	0.00694	881481	1209949	97102	818733	691739	924779	73507	607264	189742	285170	23595	211469
2021-02-01	2650101	115626	49699	65927	2612466	37635	0	2007157	642944	0.02413	0.00773	922209	1267557	100651	847638	711676	949264	75323	617027	210533	318293	25328	230611
2021-02-02	2777684	127583	57811	69772	2738020	39664	0	2064968	712716	0.02483	0.00857	963523	1334329	105539	879875	730473	982140	77793	626731	233050	352189	27746	253144
2021-02-03	2920044	142360	57619	84741	2874926	45118	0	2122587	797457	0.02552	0.00959	1015710	1403102	110968	917294	752841	1009700	79930	637616	262869	393402	31038	279678
2021-02-04	3055536	135492	62972	72520	3005393	50143	0	2185559	869977	0.02628	0.01046	1061211	1472571	115419	949757	774101	1044956	82115	646930	287110	427615	33304	302827
2021-02-05	3187573	132037	59154	72883	3133363	54210	0	2244713	942860	0.02699	0.01134	1110634	1536624	120215	981239	797512	1074397	83614	656354	313122	462227	36601	324885
2021-02-06	3291318	103745	48586	55159	3233707	57611	0	2293299	998019	0.02757	0.01200	1146295	1588256	124718	1008146	815040	1099691	85464	665403	331255	488565	39254	342743
2021-02-07	3350716	59398	32879	26519	3289646	61070	0	2326178	1024538	0.02797	0.01232	1168908	1615717	127417	1021964	827897	1115677	86699	671054	341011	500040	40718	350910
2021-02-08	3458081	107365	55742	51623	3393038	65027	16	2381920	1076161	0.02864	0.01294	1220927	1657974	131276	1041504	860361	1133616	88507	678601	360566	524358	42769	362903
2021-02-09	3582780	124699	59939	64760	3514277	68296	207	2441859	1140921	0.02936	0.01372	1279298	1710238	135533	1063748	896321	1151868	91189	687014	382977	558370	44344	376734
2021-02-10	3731946	149166	74965	74201	3651008	73226	7712	2516824	1215122	0.03026	0.01461	1342091	1779711	139276	1091565	934938	1181363	92791	697047	407153	598348	46485	394518
2021-02-11	3875564	143618	71206	72412	3774913	79176	21475	2588030	1287534	0.03112	0.01548	1400471	1849742	144600	1116944	969199	1212669	95094	706480	431272	637073	49506	410464
2021-02-12	4033324	157760	79752	78008	3909370	88713	35241	2667782	1365542	0.03208	0.01642	1470305	1921923	150702	1143568	1010435	1245081	97764	716079	459870	676842	52938	427489
2021-02-13	4143181	109857	63233	46624	4003537	92085	47559	2731015	1412166	0.03284	0.01698	1525135	1966223	155238	1161192	1044930	1269709	99535	722862	480205	696514	55703	438330
2021-02-14	4209944	66763	39778	26985	4060468	94938	54538	2770793	1439151	0.03332	0.01730	1563150	1990692	156816	1169660	1069329	1283051	100352	726384	493821	707641	56464	443276
2021-02-15	4336720	126776	70751	56025	4168871	98259	69590	2841544	1495176	0.03417	0.01798	1629420	2039765	160691	1189357	1109804	1308617	102485	732964	519616	731148	58206	456393
2021-02-16	4472839	136119	81375	54744	4276981	102886	92972	2922919	1549920	0.03515	0.01864	1694650	2098385	163329	1207479	1151494	1344003	103998	739725	543156	754382	59331	467754
2021-02-17	4621754	148915	94295	54620	4399612	109880	112262	3017214	1604540	0.03628	0.01929	1772907	2156311	168192	1229095	1207044	1377161	106813	748097	565863	779150	61379	480998
2021-02-18	4766705	144951	92926	52025	4513918	116947	135840	3110140	1656565	0.03740	0.01992	1847414	2215235	171569	1249245	1258920	1413439	108561	755916	588494	801796	63008	493329
2021-02-19	4916741	150036	96504	53532	4632986	124857	158898	3206644	1710097	0.03856	0.02056	1926854	2273550	176305	1267179	1316100	1447666	111136	762695	610754	825884	65169	504484
2021-02-20	5029239	112498	74887	37611	4719265	130317	179657	3281531	1747708	0.03946	0.02101	1986499	2316793	179899	1280432	1358772	1475903	113370	766632	627727	840890	66529	513800
2021-02-21	5114832	85593	56650	28943	4785113	134537	195182	3338181	1776651	0.04014	0.02136	2033770	2348377	182407	1289644	1392261	1496341	114491	768411	641509	852036	67916	521233
2021-02-22	5266533	151701	99061	52640	4903922	141978	220633	3437242	1829291	0.04133	0.02200	2111901	2410463	187253	1307106	1450367	1531758	117467	774698	661534	878705	69786	532408
2021-02-23	5425601	159068	103698	55370	5030774	148235	246592	3540940	1884661	0.04258	0.02266	2190543	2477120	192723	1324894	1509534	1568330	120815	782110	681009	908790	71908	542784
2021-02-24	5599011	173410	115987	57423	5162855	155746	280410	3656927	1942084	0.04397	0.02335	2275536	2551735	199223	1342794	1573599	1613027	125051	789366	701937	938708	74172	553428
2021-02-25	5776779	177768	126264	51504	5286826	161920	328033	3783191	1993588	0.04549	0.02397	2356040	2634660	205842	1359340	1635703	1668760	130015	796816	720337	965900	75827	562524
2021-02-26	5967013	190234	132766	57468	5417775	168950	380288	3915957	2051056	0.04709	0.02466	2441285	2723147	212529	1377451	1699411	1728091	134933	804577	741874	995056	77596	572874
2021-02-27	6112424	145411	106896	38515	5511150	173060	428214	4022853	2089571	0.04837	0.02513	2505014	2793861	219411	1387819	1746941	1780421	140003	807884	758073	1013440	79408	579935
2021-02-28	6225645	113221	85568	27653	5578067	176587	470991	4108421	2117224	0.04940	0.02546	2551986	2851949	224728	1393967	1781739	1826118	144409	809449	770247	1025831	80319	584518
2021-03-01	6413387	187742	138451	49291	5705981	184264	523142	4246872	2166515	0.05106	0.02605	2653443	2925025	232100	1407345	1855640	1882949	150551	814170	797803	1042076	81549	593175
2021-03-02	6621481	208094	153763	54331	5848551	192376	580554	4400635	2220846	0.05291	0.02670	2762344	3009493	241264	1422322	1934188	1948581	157531	820137	828156	1060912	83733	602185
2021-03-03	6813173	191692	140754	50938	5980461	201527	631185	4541389	2271784	0.05461	0.02732	2861727	3085841	248879	1437716	2004260	2008316	163215	827171	857467	1077525	85664	610545
