date	dosen_kumulativ	dosen_biontech_kumulativ	dosen_biontech_erst_kumulativ	dosen_biontech_zweit_kumulativ	dosen_biontech_dritt_kumulativ	dosen_moderna_kumulativ	dosen_moderna_erst_kumulativ	dosen_moderna_zweit_kumulativ	dosen_moderna_dritt_kumulativ	dosen_astra_kumulativ	dosen_astra_erst_kumulativ	dosen_astra_zweit_kumulativ	dosen_astra_dritt_kumulativ	dosen_johnson_kumulativ	dosen_johnson_erst_kumulativ	dosen_johnson_zweit_kumulativ	dosen_johnson_dritt_kumulativ	dosen_novavax_kumulativ	dosen_novavax_erst_kumulativ	dosen_novavax_zweit_kumulativ	dosen_novavax_dritt_kumulativ	dosen_erst_kumulativ	dosen_zweit_kumulativ	dosen_dritt_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_dritt_differenz_zum_vortag	dosen_vollstaendig_differenz_zum_vortag	dosen_erst_unvollstaendig_differenz_zum_vortag	personen_erst_kumulativ	personen_voll_kumulativ	personen_auffrisch_kumulativ	impf_quote_erst	impf_quote_voll	dosen_dim_kumulativ	dosen_kbv_kumulativ	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-03-31	14227417	10462548	6384159	4078365	24	738296	565146	173148	2	3026455	3023208	3230	17	118	118	0	0	0	0	0	0	9972631	4254743	43	337834	235884	101949	1	101950	235883	9972631	4254861	43	0.11993	0.05117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-01	14555974	10703070	6541341	4161705	24	770833	589778	181053	2	3081952	3078653	3282	17	119	119	0	0	0	0	0	0	10209891	4346040	43	328557	237260	91297	0	91298	237259	10209891	4346159	43	0.12278	0.05227	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-02	14782251	10883023	6657547	4225451	25	785264	599857	185405	2	3113845	3110515	3313	17	119	119	0	0	0	0	0	0	10368038	4414169	44	226277	158147	68129	1	68129	158147	10368038	4414288	44	0.12468	0.05309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-03	15014809	11057683	6772469	4285189	25	801123	610856	190265	2	3155884	3152463	3404	17	119	119	0	0	0	0	0	0	10535907	4478858	44	232558	167869	64689	0	64689	167869	10535907	4478977	44	0.1267	0.05386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-04	15208308	11190276	6858424	4331827	25	811212	617039	194171	2	3206699	3203225	3457	17	121	121	0	0	0	0	0	0	10678809	4529455	44	193499	142902	50597	0	50599	142900	10678809	4529576	44	0.12842	0.05447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-05	15456824	11355695	6958244	4397425	26	829111	630151	198958	2	3271897	3268384	3493	20	121	121	0	0	0	0	0	0	10856900	4599876	48	248516	178091	70421	4	70421	178091	10856900	4599997	48	0.13056	0.05532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-06	15831351	11611167	7127573	4483565	29	861363	653710	207651	2	3358697	3355102	3575	20	124	124	0	0	0	0	0	0	11136509	4694791	51	374527	279609	94915	3	94918	279606	11136509	4694915	51	0.13392	0.05646	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-07	16501160	12154663	7583209	4571424	30	898505	682241	216262	2	3447867	3444184	3663	20	125	125	0	0	0	0	0	0	11709759	4791349	52	669809	573250	96558	1	96559	573249	11709759	4791474	52	0.14082	0.05762	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-08	17201995	12727826	8077525	4650269	32	934227	708973	225252	2	3539814	3536045	3748	21	128	128	0	0	0	0	0	0	12322671	4879269	55	700835	612912	87920	3	87923	612909	12322671	4879397	55	0.14819	0.05868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-09	17836154	13219825	8491945	4727848	32	970992	734275	236715	2	3645207	3641317	3869	21	130	130	0	0	0	0	0	0	12867667	4968432	55	634159	544996	89163	0	89165	544994	12867667	4968562	55	0.15474	0.05975	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-10	18209349	13468640	8683371	4785237	32	994271	749854	244415	2	3746307	3742347	3939	21	131	131	0	0	0	0	0	0	13175703	5033591	55	373195	308036	65159	0	65160	308035	13175703	5033722	55	0.15845	0.06053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-11	18473719	13639295	8807630	4831633	32	1012972	764602	248368	2	3821321	3817284	4016	21	131	131	0	0	0	0	0	0	13389647	5084017	55	264370	213944	50426	0	50426	213944	13389647	5084148	55	0.16102	0.06114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-12	18893309	13918609	9018977	4899600	32	1042283	785435	256846	2	3932283	3928191	4069	23	134	134	0	0	0	0	0	0	13732737	5160515	57	419590	343090	76498	2	76501	343087	13732737	5160649	57	0.16515	0.06206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-13	19471582	14351856	9384073	4967750	33	1069642	807335	262305	2	4049950	4045657	4269	24	134	134	0	0	0	0	0	0	14237199	5234324	59	578273	504462	73809	2	73809	504462	14237199	5234458	59	0.17121	0.06295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-14	20249156	14970502	9928419	5042048	35	1103264	832438	270824	2	4175256	4170387	4845	24	134	134	0	0	0	0	0	0	14931378	5317717	61	777574	694179	83393	2	83393	694179	14931378	5317851	61	0.17956	0.06395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-15	20932052	15506691	10403846	5102810	35	1139543	860082	279459	2	4285683	4279851	5808	24	135	135	0	0	0	0	0	0	15543914	5388077	61	682896	612536	70360	0	70361	612535	15543914	5388212	61	0.18693	0.0648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-16	21531119	15946824	10778859	5167929	36	1172247	884309	287936	2	4411912	4405254	6633	25	136	136	0	0	0	0	0	0	16068558	5462498	63	599067	524644	74421	2	74422	524643	16068558	5462634	63	0.19324	0.06569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-17	21897896	16172079	10956016	5216026	37	1194980	899889	295089	2	4530701	4522567	8109	25	136	136	0	0	0	0	0	0	16378608	5519224	64	366777	310050	56726	1	56726	310050	16378608	5519360	64	0.19696	0.06637	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-18	22167902	16344395	11094330	5250027	38	1210403	911404	298997	2	4612968	4603652	9291	25	136	136	0	0	0	0	0	0	16609522	5558315	65	270006	230914	39091	1	39091	230914	16609522	5558451	65	0.19974	0.06684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-19	22571698	16639328	11336986	5302301	41	1243431	936474	306954	3	4688802	4678141	10636	25	137	137	0	0	0	0	0	0	16951738	5619891	69	403796	342216	61576	4	61577	342215	16951738	5620028	69	0.20386	0.06758	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-20	23134630	17022725	11666205	5356478	42	1282771	969125	313642	4	4828994	4816238	12731	25	140	140	0	0	0	0	0	0	17451708	5682851	71	562932	499970	62960	2	62963	499967	17451708	5682991	71	0.20987	0.06834	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-21	23858139	17478668	12059354	5419271	43	1324579	1002785	321790	4	5054752	5039481	15246	25	140	140	0	0	0	0	0	0	18101760	5756307	72	723509	650052	73456	1	73456	650052	18101760	5756447	72	0.21769	0.06923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-22	24499314	17861800	12386426	5475329	45	1368677	1039186	329487	4	5268697	5249751	18921	25	140	140	0	0	0	0	0	0	18675503	5823737	74	641175	573743	67430	2	67430	573743	18675503	5823877	74	0.22459	0.07004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-23	25057281	18216127	12685748	5530333	46	1412353	1072311	340038	4	5428659	5405996	22638	25	142	142	0	0	0	0	0	0	19164197	5893009	75	557967	488694	69272	1	69274	488692	19164197	5893151	75	0.23046	0.07087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-24	25423862	18451513	12879810	5571657	46	1461911	1106457	355450	4	5510295	5485196	25074	25	143	143	0	0	0	0	0	0	19471606	5952181	75	366581	307409	59172	0	59173	307408	19471606	5952324	75	0.23416	0.07158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-25	25707400	18639581	13030423	5609112	46	1495647	1130301	365342	4	5572028	5545082	26921	25	144	144	0	0	0	0	0	0	19705950	6001375	75	283538	234344	49194	0	49195	234343	19705950	6001519	75	0.23698	0.07217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-26	26141832	18958448	13287617	5670785	46	1538240	1164478	373758	4	5644930	5613927	30978	25	214	214	0	0	0	0	0	0	20066236	6075521	75	434432	360286	74146	0	74216	360216	20066236	6075735	75	0.24131	0.07307	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-27	26929845	19637206	13888302	5748854	50	1589933	1207030	382898	5	5701937	5666442	35470	25	769	769	0	0	0	0	0	0	20762543	6167222	80	788013	696307	91701	5	92256	695752	20762543	6167991	80	0.24968	0.07417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-28	28056216	20648106	14790310	5857745	51	1650776	1255312	395459	5	5755730	5715045	40660	25	1604	1604	0	0	0	0	0	0	21762271	6293864	81	1126371	999728	126642	1	127477	998893	21762271	6295468	81	0.26171	0.07571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-29	29005895	21475210	15504688	5970469	53	1714909	1306915	407989	5	5813258	5764556	48677	25	2518	2518	0	0	0	0	0	0	22578677	6427135	83	949679	816406	133271	2	134185	815492	22578677	6429653	83	0.27153	0.07732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-04-30	29812507	22155812	16073307	6082452	53	1772327	1349047	423275	5	5880944	5822700	58219	25	3424	3424	0	0	0	0	0	0	23248478	6563946	83	806612	669801	136811	0	137717	668895	23248478	6567370	83	0.27958	0.07898	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-01	30149551	22409054	16265188	6143809	57	1813914	1384213	429696	5	5920532	5856250	64256	26	6051	6051	0	0	0	0	0	0	23511702	6637761	88	337044	263224	73815	5	76442	260597	23511702	6643812	88	0.28275	0.0799	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-02	30414985	22604922	16405232	6199633	57	1851494	1416524	434964	6	5950709	5881833	68850	26	7860	7860	0	0	0	0	0	0	23711449	6703447	89	265434	199747	65686	1	67495	197938	23711449	6711307	89	0.28515	0.08071	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-03	30868366	22923984	16633118	6290807	59	1922236	1474056	448174	6	6012601	5933050	79525	26	9545	9545	0	0	0	0	0	0	24049769	6818506	91	453381	338320	115059	2	116744	336635	24049769	6828051	91	0.28922	0.08211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-04	31713884	23552302	17129343	6422899	60	1985829	1524394	461428	7	6163141	6069841	93274	26	12612	12612	0	0	0	0	0	0	24736190	6977601	93	845518	686421	159095	2	162162	683354	24736190	6990213	93	0.29747	0.08406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-05	32864798	24406523	17797300	6609163	60	2065002	1577968	487027	7	6376060	6265840	110194	26	17213	17213	0	0	0	0	0	0	25658321	7206384	93	1150914	922131	228783	0	233384	917530	25658321	7223597	93	0.30856	0.08687	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-06	33859339	25102166	18314551	6787553	62	2157310	1647791	509512	7	6578011	6448328	129656	27	21852	21852	0	0	0	0	0	0	26432522	7426721	96	994541	774201	220337	3	224976	769562	26432522	7448573	96	0.31787	0.08957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-07	34753767	25692098	18730045	6961988	65	2244126	1703595	540524	7	6791177	6632165	158985	27	26366	26365	0	1	0	0	0	0	27092170	7661497	100	894428	659648	234776	4	239289	655135	27092170	7687863	100	0.3258	0.09245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-08	35180472	25960271	18885140	7075065	66	2316134	1755672	560454	8	6875968	6697303	178638	27	28099	28098	0	1	0	0	0	0	27366213	7814157	102	426705	274043	152660	2	154393	272310	27366213	7842256	102	0.3291	0.09431	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-09	35467172	26154503	19000001	7154436	66	2372798	1801530	571260	8	6910702	6720617	190058	27	29169	29168	0	1	0	0	0	0	27551316	7915754	102	286700	185103	101597	0	102667	184033	27551316	7944923	102	0.33132	0.09554	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-10	36058880	26528904	19232296	7296539	69	2454775	1861247	593519	9	7041768	6825799	215942	27	33433	33432	0	1	0	0	0	0	27952774	8106000	106	591708	401458	190246	4	194510	397194	27952774	8139433	106	0.33615	0.09788	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-11	37148987	27358197	19827719	7530408	70	2534927	1919132	615786	9	7218639	6973465	245147	27	37224	37223	0	1	0	0	0	0	28757539	8391341	107	1090107	804765	285341	1	289132	800974	28757539	8428565	107	0.34583	0.10136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-12	38570288	28455655	20627581	7828004	70	2626922	1980459	646454	9	7444631	7165376	279226	29	43080	43079	0	1	0	0	0	0	29816495	8753684	109	1421301	1058956	362343	2	368199	1053100	29816495	8796764	109	0.35857	0.10579	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-13	39000409	28771567	20815482	7956013	72	2693770	2032128	661633	9	7489319	7194818	294472	29	45753	45752	0	1	0	0	0	0	30088180	8912118	111	430121	271685	158434	2	161107	269012	30088180	8957871	111	0.36183	0.10772	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-14	39759281	29318585	21181575	8136937	73	2758805	2081934	676862	9	7628285	7306808	321448	29	53606	53605	0	1	0	0	0	0	30623922	9135247	112	758872	535742	223129	1	230982	527889	30623922	9188853	112	0.36828	0.1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-15	40160428	29598223	21338666	8259483	74	2819462	2126192	693261	9	7684852	7340827	343995	30	57891	57890	0	1	0	0	0	0	30863575	9296739	114	401147	239653	161492	2	165777	235368	30863575	9354630	114	0.37116	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-16	40443077	29798321	21445324	8352923	74	2872307	2169152	703146	9	7709823	7352170	357623	30	62626	62625	0	1	0	0	0	0	31029271	9413692	114	282649	165696	116953	0	121688	160961	31029271	9476318	114	0.37315	0.11396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-17	41000169	30137837	21639197	8498563	77	2958128	2230489	727629	10	7831658	7447580	384048	30	72546	72545	0	1	0	0	0	0	31389811	9610240	118	557092	360540	196548	4	206468	350620	31389811	9682786	118	0.37749	0.11644	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-18	41875097	30729496	21939987	8789431	78	3059374	2303120	756242	12	8005815	7593636	412149	30	80412	80411	0	1	0	0	0	0	31917154	9957822	121	874928	527343	347582	3	355448	519477	31917154	10038234	121	0.38383	0.12072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-19	42976544	31536075	22285205	9250791	79	3159769	2369617	790139	13	8187984	7747681	440272	31	92716	92715	0	1	0	0	0	0	32495218	10481202	124	1101447	578064	523380	3	535684	565760	32495218	10573918	124	0.39078	0.12716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-20	43928225	32222839	22547243	9675516	80	3256477	2435301	821162	14	8345076	7877279	467766	31	103833	103832	0	1	0	0	0	0	32963655	10964444	126	951681	468437	483242	2	494359	457320	32963655	11068277	126	0.39641	0.1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-21	44782286	32820767	22770438	10050249	80	3342524	2491795	850715	14	8503121	8004985	498105	31	115874	115873	0	1	0	0	0	0	33383091	11399069	126	854061	419436	434625	0	446666	407395	33383091	11514943	126	0.40146	0.13848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-22	45256976	33127557	22869258	10258217	82	3412159	2540188	871956	15	8587080	8073224	513825	31	130180	130178	1	1	0	0	0	0	33612848	11643999	129	474690	229757	244930	3	259235	215452	33612848	11774179	129	0.40422	0.14159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-23	45542514	33320794	22935117	10385594	83	3471656	2584554	887086	16	8611010	8088042	522937	31	139054	139052	1	1	0	0	0	0	33746765	11795618	131	285538	133917	151619	2	160493	125043	33746765	11934672	131	0.40583	0.14352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-24	45868894	33556857	23017889	10538880	88	3533222	2631115	902090	17	8631695	8100038	531626	31	147120	147118	1	1	0	0	0	0	33896160	11972597	137	326380	149395	176979	6	185045	141329	33896160	12119717	137	0.40763	0.14575	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-25	46526329	34004585	23160219	10844278	88	3613236	2682665	930553	18	8736090	8179242	556817	31	172418	172415	2	1	0	0	0	0	34194541	12331650	138	657435	298381	359053	1	384350	273084	34194541	12504068	138	0.41121	0.15037	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-26	47709318	34891692	23476258	11415344	90	3695921	2735462	960439	20	8870627	8281662	588934	31	251078	251075	2	1	0	0	0	0	34744457	12964719	142	1182989	549916	633069	4	711729	471256	34744457	13215797	142	0.41783	0.15893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-27	48753474	35632952	23734927	11897931	94	3785493	2787271	998201	21	9002589	8376625	625933	31	332440	332437	2	1	0	0	0	0	35231260	13522067	147	1044156	486803	557348	5	638710	405441	35231260	13854507	147	0.42368	0.16661	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-28	49660724	36238474	23952636	12285742	96	3872018	2837928	1034069	21	9133518	8465973	667514	31	416714	416711	2	1	0	0	0	0	35673248	13987327	149	907250	441988	465260	2	549534	357714	35673248	14404041	149	0.429	0.17322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-29	50071981	36501106	24032928	12468080	98	3934696	2874823	1059849	24	9191615	8501129	690455	31	444564	444561	2	1	0	0	0	0	35853441	14218386	154	411257	180193	231059	5	258909	152343	35853441	14662950	154	0.43116	0.17633	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-30	50356156	36698672	24092354	12606220	98	3981782	2902214	1079543	25	9220049	8512330	707688	31	455653	455650	2	1	0	0	0	0	35962548	14393453	155	284175	109107	175067	1	186156	98018	35962548	14849106	155	0.43248	0.17857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-05-31	50904844	37066928	24204709	12862121	98	4049626	2930080	1119521	25	9290000	8551477	738492	31	498290	498287	2	1	0	0	0	0	36184553	14720136	155	548688	222005	326683	0	369320	179368	36184553	15218426	155	0.43515	0.18301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-01	51896853	37802943	24522161	13280540	242	4129769	2959897	1169847	25	9380914	8605853	775030	31	583227	583222	4	1	0	0	0	0	36671133	15225421	299	992009	486580	505285	144	590220	401645	36671133	15808648	299	0.441	0.19011	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-02	53149772	38795169	24973582	13821341	246	4202689	2984459	1218204	26	9463477	8649032	814414	31	688437	688431	4	2	0	0	0	0	37295504	15853963	305	1252919	624371	628542	6	733751	519162	37295504	16542400	305	0.44851	0.19893	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-03	53794857	39271825	25154484	14117095	246	4267272	3014268	1252977	27	9513879	8670003	843845	31	741881	741874	4	3	0	0	0	0	37580629	16213921	307	645085	285125	359958	2	413401	231682	37580629	16955802	307	0.45193	0.20391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-04	54608492	39859393	25383793	14475353	247	4338717	3043082	1295608	27	9591030	8704619	886380	31	819352	819345	4	3	0	0	0	0	37950839	16657345	308	813635	370210	443424	1	520895	292739	37950839	17476697	308	0.45639	0.21017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-05	55022211	40130874	25443141	14687484	249	4405800	3069407	1336364	29	9635338	8715582	919725	31	850199	850192	4	3	0	0	0	0	38078322	16943577	312	413719	127483	286232	4	317079	96636	38078322	17793776	312	0.45792	0.21398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-06	55315027	40337051	25487346	14849456	249	4446880	3081420	1365430	30	9662631	8719147	943453	31	868465	868458	4	3	0	0	0	0	38156371	17158343	313	292816	78049	214766	1	233032	59783	38156371	18026808	313	0.45886	0.21679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-07	55930866	40740207	25622449	15117507	251	4532212	3109123	1423057	32	9735362	8750405	984926	31	923085	923078	4	3	0	0	0	0	38405055	17525494	317	615839	248684	367151	4	421771	194064	38405055	18448579	317	0.46185	0.22186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-08	56991951	41593696	25910309	15683123	264	4607889	3135485	1472323	81	9798541	8782811	1015699	31	991825	991817	4	4	0	0	0	0	38820422	18171149	380	1061085	415367	645655	63	714394	346628	38820422	19162974	380	0.46684	0.23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-09	58424704	42778386	26304603	16473508	275	4695567	3164144	1531253	170	9862725	8815291	1047403	31	1088026	1088017	4	5	0	0	0	0	39372055	19052168	481	1432753	551633	881019	101	977219	455433	39372055	20140194	481	0.47348	0.2422	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-10	59623200	43741901	26655482	17086139	280	4785703	3196460	1589058	185	9918740	8842383	1076325	32	1176856	1176847	4	5	0	0	0	0	39871172	19751526	502	1198496	499117	699358	21	788188	410287	39871172	20928382	502	0.47948	0.25168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-11	60692879	44555605	26967327	17587983	295	4875147	3224981	1649980	186	9988058	8872118	1115908	32	1274069	1274059	5	5	0	0	0	0	40338485	20353876	518	1069679	467313	602350	16	699562	370101	40338485	21627945	518	0.4851	0.26009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-12	61130218	44841594	27060310	17780988	296	4947626	3244005	1703434	187	10031567	8885302	1146233	32	1309431	1309420	5	6	0	0	0	0	40499037	20630660	521	437339	160552	276784	3	312145	125191	40499037	21940091	521	0.48703	0.26385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-13	61413711	45021802	27104899	17916607	296	5011241	3260003	1751051	187	10057428	8889961	1167435	32	1323240	1323229	5	6	0	0	0	0	40578092	20835098	521	283493	79055	204438	0	218247	65246	40578092	22158338	521	0.48798	0.26647	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-14	62071326	45454904	27279730	18174875	299	5112756	3283732	1828836	188	10125020	8907664	1217323	33	1378646	1378635	5	6	0	0	0	0	40849761	21221039	526	657615	271669	385941	5	441347	216263	40849761	22599685	526	0.49125	0.27178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-15	63125113	46259648	27583990	18675357	301	5217664	3312418	1905051	195	10209858	8927405	1282420	33	1437943	1437930	7	6	0	0	0	0	41261743	21862835	535	1053787	411982	641796	9	701091	352687	41261743	23300778	535	0.4962	0.28021	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-16	64515606	47369661	27998226	19371108	327	5324400	3344900	1979305	195	10307061	8953189	1353838	34	1514484	1514471	7	6	0	0	0	0	41810786	22704258	562	1390493	549043	841423	27	917964	472502	41810786	24218742	562	0.50281	0.29125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-17	65669603	48258990	28351061	19907588	341	5428189	3374745	2053223	221	10399475	8975656	1423785	34	1582949	1582936	7	6	0	0	0	0	42284398	23384603	602	1153997	473612	680345	40	748810	405147	42284398	24967552	602	0.5085	0.30025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-18	66667182	48996294	28646914	20349022	358	5522833	3406154	2116457	222	10496057	8997869	1498153	35	1651998	1651985	7	6	0	0	0	0	42702922	23963639	621	997579	418524	579036	19	648085	349475	42702922	25615637	621	0.51353	0.30805	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-19	67096102	49270500	28740319	20529818	363	5605340	3427206	2177909	225	10547047	9004456	1542556	35	1673215	1673202	7	6	0	0	0	0	42845183	24250290	629	428920	142261	286651	8	307868	121044	42845183	25923505	629	0.51524	0.31175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-20	67391658	49449813	28789986	20659464	363	5676890	3443288	2233376	226	10578917	9007097	1571784	36	1686038	1686025	7	6	0	0	0	0	42926396	24464631	631	295556	81213	214341	2	227164	68390	42926396	26150669	631	0.51622	0.31448	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-21	68025439	49863404	28962443	20900595	366	5774814	3468531	2306055	228	10664709	9021166	1643507	36	1722512	1722499	7	6	0	0	0	0	43174639	24850164	636	633781	248243	385533	5	422007	211769	43174639	26572676	636	0.51921	0.31956	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-22	69108209	50712536	29295750	21416410	376	5870913	3499357	2371325	231	10767693	9037539	1730118	36	1757067	1757054	7	6	0	0	0	0	43589700	25517860	649	1082770	415061	667696	13	702251	380506	43589700	27274927	649	0.5242	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-23	70449628	51806653	29738201	22068069	383	5967235	3529521	2437481	233	10883690	9058435	1825217	38	1792050	1792037	7	6	0	0	0	0	44118194	26330774	660	1341419	528494	812914	11	847897	493511	44118194	28122824	660	0.53055	0.3382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-24	71491116	52608934	30175626	22432912	396	6054757	3565065	2489458	234	10994754	9079886	1914830	38	1832671	1832657	8	6	0	0	0	0	44653234	26837208	674	1041488	535040	506434	14	547054	494420	44653234	28669879	674	0.53699	0.34478	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-25	72416949	53307250	30513472	22793372	406	6131499	3591991	2539267	241	11104953	9100095	2004820	38	1873247	1873228	9	10	0	0	0	0	45078786	27337468	695	925833	425552	500260	21	540831	384981	45078786	29210715	695	0.54211	0.35128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-26	72828605	53563551	30619622	22943513	416	6200677	3617702	2582730	245	11177711	9106475	2071198	38	1886666	1886626	30	10	0	0	0	0	45230425	27597471	709	411656	151639	260003	14	273401	138241	45230425	29484137	709	0.54393	0.35457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-27	73121054	53736786	30687161	23049205	420	6258885	3637092	2621546	247	11234548	9109900	2124610	38	1890835	1890781	44	10	0	0	0	0	45324934	27795405	715	292449	94509	197934	6	202089	90354	45324934	29686240	715	0.54507	0.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-28	73752961	54139606	30886657	23252520	429	6349070	3669643	2679180	247	11348823	9123737	2225048	38	1915462	1915408	44	10	0	0	0	0	45595445	28156792	724	631907	270511	361387	9	386014	245884	45595445	30072254	724	0.54832	0.36164	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021-06-29	74690809	54828415	31234789	23593187	439	6442193	3702790	2739153	250	11481916	9135560	2346318	38	1938285	1938231	44	10	0	0	0	0	46011370	28678702	737	937848	415925	521910	13	544733	393102	46011370	30616987	737	0.55332	0.36819	0	0	0	0	0	0	0	0	0	0	0	0	0	0
