date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-03-07	7733942	148006	113461	34545	6509269	244431	980242	5224896	2509046	0.06282	0.03017	3271510	3520267	300145	1492681	2272169	2368274	205590	846154	999341	1151993	94555	646527
2021-03-08	7965299	231357	178112	53245	6645696	255788	1063815	5403008	2562291	0.06497	0.03081	3390443	3611751	316944	1505475	2353782	2446177	220670	851792	1036661	1165574	96274	653683
2021-03-09	8212586	247287	192291	54996	6786131	267455	1159000	5595299	2617287	0.06728	0.03147	3510921	3713310	334434	1519040	2434985	2535999	236240	858159	1075936	1177311	98194	660881
2021-03-10	8490328	277742	210280	67462	6944472	279138	1266718	5805579	2684749	0.06981	0.03228	3643258	3825352	355085	1535266	2517938	2636435	254816	867093	1125320	1188917	100269	668173
2021-03-11	8776937	286609	223767	62842	7098365	291570	1387002	6029346	2747591	0.07250	0.03304	3774906	3951613	375917	1549149	2602557	2750255	274178	874319	1172349	1201358	101739	674830
2021-03-12	9073395	296458	227277	69181	7248181	305717	1519497	6256623	2816772	0.07523	0.03387	3907428	4087916	396449	1561903	2681735	2874325	292906	881178	1225693	1213591	103543	680725
2021-03-13	9308340	234945	186720	48225	7361115	314431	1632794	6443343	2864997	0.07748	0.03445	4016055	4193386	416400	1568183	2751175	2972242	311837	884450	1264880	1221144	104563	683733
2021-03-14	9472767	164427	129184	35243	7449264	319265	1704238	6572527	2900240	0.07903	0.03487	4100019	4255016	432381	1570927	2806592	3028789	326806	885987	1293427	1226227	105575	684940
2021-03-15	9704314	231547	174485	57062	7596553	330717	1777044	6747012	2957302	0.08113	0.03556	4232201	4328653	451701	1581105	2892848	3093500	345030	891865	1339353	1235153	106671	689240
2021-03-16	9880668	176354	110485	65869	7761634	340471	1778563	6857497	3023171	0.08245	0.03635	4358524	4362322	463655	1591114	2967553	3115381	355349	896408	1390971	1246941	108306	694706
2021-03-17	10075641	194973	118419	76554	7940460	355167	1780014	6975916	3099725	0.08388	0.03727	4500902	4397805	475510	1600763	3048383	3138803	365320	900984	1452519	1259002	110190	699779
2021-03-18	10261545	185904	113096	72808	8109313	371064	1781168	7089012	3172533	0.08524	0.03815	4638711	4430057	487214	1610035	3127830	3159120	375028	905362	1510881	1270937	112186	704673
