date	dosen_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_biontech_kumulativ	dosen_moderna_kumulativ	dosen_astrazeneca_kumulativ	personen_erst_kumulativ	personen_voll_kumulativ	impf_quote_erst	impf_quote_voll	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2021-01-13	900029	99087	99087	0	899234	795	0	900029	0	0.01082	0.00000	299792	441795	38905	320680	299781	441794	38905	320680	11	1	0	0
2021-01-14	1000219	100190	100076	114	994776	5443	0	1000105	114	0.01203	0.00000	325940	493136	41218	353545	325874	493131	41218	353545	66	5	0	0
2021-01-15	1093051	92832	92403	429	1082157	10894	0	1092508	543	0.01314	0.00001	355676	540443	44835	381697	355497	540359	44826	381608	179	84	9	89
2021-01-16	1150159	57108	56711	397	1137407	12752	0	1149219	940	0.01382	0.00001	376650	565532	46874	401570	376280	565341	46804	401279	370	191	70	291
2021-01-17	1194670	44511	30899	13612	1180503	14167	0	1180118	14552	0.01419	0.00017	393365	585120	48597	419413	386675	580035	47932	411180	6690	5085	665	8233
2021-01-18	1269034	74364	57992	16372	1252933	16101	0	1238110	30924	0.01489	0.00037	420631	621098	50705	439991	408171	608935	49506	424330	12460	12163	1199	15661
2021-01-19	1364440	95406	68176	27230	1346816	17624	0	1306286	58154	0.01571	0.00070	453107	670289	53961	467105	431191	645102	51969	440816	21916	25187	1992	26289
2021-01-20	1493382	128942	78286	50656	1474466	18916	0	1384572	108810	0.01665	0.00131	495137	732993	57859	509729	458369	682435	54969	463431	36768	50558	2890	46298
2021-01-21	1589522	96140	60705	35435	1569506	20016	0	1445277	144245	0.01738	0.00173	532624	777056	62087	540759	482896	709313	58195	481030	49728	67743	3892	59729
2021-01-22	1705058	115536	84248	31288	1683704	21354	0	1529525	175533	0.01839	0.00211	573922	829236	65664	583331	511635	747041	60880	508665	62287	82195	4784	74666
2021-01-23	1797870	92812	48964	43848	1776133	21737	0	1578489	219381	0.01898	0.00264	608180	870107	68926	614572	530080	767014	62063	522382	78100	103093	6863	92190
2021-01-24	1864171	66301	38212	28089	1842190	21981	0	1616701	247470	0.01944	0.00298	630728	897406	69816	638640	543420	782191	62384	534176	87308	115215	7432	104464
2021-01-25	1962104	97933	58193	39740	1938649	23455	0	1674894	287210	0.02014	0.00345	670323	940683	73234	664306	571088	804579	64031	546918	99235	136104	9203	117388
2021-01-26	2064823	102719	53110	49609	2039780	25043	0	1728004	336819	0.02078	0.00405	708463	988899	76915	691998	595841	825268	65341	558899	112622	163631	11574	133099
2021-01-27	2178163	113340	54055	59285	2151209	26954	0	1782059	396104	0.02143	0.00476	748928	1043461	81984	723884	619097	847601	67132	571084	129831	195860	14852	152800
2021-01-28	2278756	100593	51579	49014	2245319	33437	0	1833638	445118	0.02205	0.00535	785528	1092341	86106	750257	640767	870459	68655	582948	144761	221882	17451	167309
2021-01-29	2388494	109738	55984	53754	2353653	34841	0	1889622	498872	0.02272	0.00600	825969	1143881	91378	778492	662753	894500	70864	593995	163216	249381	20514	184497
2021-01-30	2476530	88036	39568	48468	2440815	35715	0	1929190	547340	0.02320	0.00658	859492	1184590	95035	804112	678867	912797	72264	601858	180625	271793	22771	202254
2021-01-31	2539238	62708	31328	31380	2503181	36057	0	1960518	578720	0.02357	0.00696	883036	1213015	97065	819837	692438	927086	73420	607638	190598	285929	23645	212199
2021-02-01	2655193	115955	50094	65861	2617559	37634	0	2010612	644581	0.02418	0.00775	923895	1270861	100614	848872	712506	951874	75236	617532	211389	318987	25378	231340
2021-02-02	2782870	127677	57930	69747	2743208	39662	0	2068542	714328	0.02487	0.00859	965217	1337712	105511	881112	731310	984853	77715	627239	233907	352859	27796	253873
2021-02-03	2925421	142551	57895	84656	2880305	45116	0	2126437	798984	0.02557	0.00961	1017557	1406492	110941	918718	753802	1012560	79852	638258	263755	393932	31089	280460
2021-02-04	3061039	135618	63040	72578	3010897	50142	0	2189477	871562	0.02633	0.01048	1063108	1476016	115405	951250	775073	1047858	82039	647590	288035	428158	33366	303660
2021-02-05	3194245	133206	59566	73640	3140031	54214	0	2249043	945202	0.02704	0.01137	1112856	1540860	120329	983033	798651	1077551	83542	657146	314205	463309	36787	325887
2021-02-06	3298001	103756	48599	55157	3240386	57615	0	2297642	1000359	0.02763	0.01203	1148526	1592499	124832	1009944	816189	1102852	85392	666202	332337	489647	39440	343742
2021-02-07	3357396	59395	32877	26518	3296321	61075	0	2330519	1026877	0.02802	0.01235	1171138	1619957	127530	1023759	829045	1118837	86626	671851	342093	501120	40904	351908
2021-02-08	3463702	106306	54690	51616	3398649	65037	16	2385209	1078493	0.02868	0.01297	1222168	1662113	131385	1043343	860499	1136710	88430	679420	361669	525403	42955	363923
2021-02-09	3588423	124721	59647	65074	3519996	68306	121	2444856	1143567	0.02940	0.01375	1280444	1714489	135639	1065677	896226	1154900	91109	687920	384218	559589	44530	377757
2021-02-10	3738348	149925	75278	74647	3657487	73238	7623	2520134	1218214	0.03030	0.01465	1343270	1784677	139404	1093748	934929	1184615	92732	698131	408341	600062	46672	395617
2021-02-11	3882223	143875	71452	72423	3781588	79186	21449	2591586	1290637	0.03116	0.01552	1401730	1854901	144702	1119234	969272	1216101	95007	707671	432458	638800	49695	411563
2021-02-12	4040561	158338	79986	78352	3916624	88723	35214	2671572	1368989	0.03212	0.01646	1471764	1927342	150933	1146193	1010592	1248614	97707	717416	461172	678728	53226	428777
2021-02-13	4150469	109908	63262	46646	4010835	92094	47540	2734834	1415635	0.03288	0.01702	1526566	1971695	155493	1163858	1045057	1273278	99502	724238	481509	698417	55991	439620
2021-02-14	4217256	66787	39802	26985	4067792	94946	54518	2774636	1442620	0.03336	0.01735	1564586	1996183	157096	1172357	1069462	1286638	100344	727791	495124	709545	56752	444566
2021-02-15	4344087	126831	70810	56021	4176246	98266	69575	2845446	1498641	0.03421	0.01802	1630891	2045279	160969	1192081	1109979	1312222	102477	734401	520912	733057	58492	457680
2021-02-16	4480352	136265	81507	54758	4284480	102893	92979	2926953	1553399	0.03519	0.01868	1696169	2103963	163605	1210241	1151714	1347663	103987	741200	544455	756300	59618	469041
2021-02-17	4629508	149156	94518	54638	4407475	109890	112143	3021471	1608037	0.03633	0.01934	1774594	2161957	168528	1232010	1207427	1380876	106862	749726	567167	781081	61666	482284
2021-02-18	4774837	145329	93293	52036	4522028	116958	135851	3114764	1660073	0.03745	0.01996	1849231	2221115	171911	1252254	1259432	1417382	108613	757636	589799	803733	63298	494618
2021-02-19	4924964	150127	96641	53486	4641109	124865	158990	3211405	1713559	0.03861	0.02060	1928706	2279482	176647	1270194	1316649	1451705	111188	764421	612057	827777	65459	505773
2021-02-20	5037521	112557	74921	37636	4727432	130327	179762	3286326	1751195	0.03951	0.02106	1988364	2322755	180245	1283460	1359333	1479954	113421	768373	629031	842801	66824	515087
2021-02-21	5123105	85584	56642	28942	4793272	134547	195286	3342968	1780137	0.04020	0.02140	2035627	2354338	182753	1292672	1392815	1500391	114542	770152	642812	853947	68211	522520
2021-02-22	5275007	151902	98946	52956	4912180	141981	220846	3441914	1833093	0.04139	0.02204	2113531	2416828	187620	1310138	1450682	1535920	117529	776442	662849	880908	70091	533696
2021-02-23	5434534	159527	103889	55638	5039131	148236	247167	3545803	1888731	0.04263	0.02271	2191960	2484131	193111	1327936	1509638	1572877	120891	783862	682322	911254	72220	544074
2021-02-24	5609001	174467	116534	57933	5171865	155741	281395	3662337	1946664	0.04404	0.02341	2276746	2559550	199652	1346008	1573340	1618036	125161	791162	703406	941514	74491	554846
2021-02-25	5788342	179341	127051	52290	5296589	161914	329839	3789388	1998954	0.04556	0.02404	2357135	2644058	206347	1362601	1635283	1674630	130201	798634	721852	969428	76146	563967
2021-02-26	5982685	194343	135873	58470	5429235	169034	384416	3925261	2057424	0.04720	0.02474	2442972	2737130	213158	1379728	1699449	1737807	135211	805195	743523	999323	77947	574533
2021-02-27	6129038	146353	107587	38766	5523048	173184	432806	4032848	2096190	0.04849	0.02520	2506965	2808482	220047	1390247	1747179	1790608	140288	808565	759786	1017874	79759	581682
2021-02-28	6242626	113588	85656	27932	5590282	176755	475589	4118504	2124122	0.04952	0.02554	2554102	2866740	225395	1396541	1782010	1836350	144708	810144	772092	1030390	80687	586397
2021-03-01	6433406	190780	140525	50255	5719386	184434	529586	4259029	2174377	0.05121	0.02614	2655791	2942552	232852	1410048	1856063	1895058	150869	814891	799728	1047494	81983	595157
2021-03-02	6647622	214216	158566	55650	5863225	192822	591575	4417595	2230027	0.05312	0.02681	2764617	3032827	242093	1425495	1934393	1965361	157913	821191	830224	1067466	84180	604304
2021-03-03	6886771	239149	172002	67147	6025165	204289	657317	4589597	2297174	0.05519	0.02762	2883570	3131561	253793	1445494	2016523	2040587	167084	830125	867047	1090974	86709	615369
2021-03-04	7123225	236454	174730	61724	6167690	216796	738739	4764327	2358898	0.05729	0.02836	2993924	3237469	265929	1461947	2092100	2125799	176820	835670	901824	1111670	89109	626277
2021-03-05	7369029	245804	182743	63061	6309043	229218	830768	4947070	2421959	0.05948	0.02912	3107643	3349893	280478	1476289	2167653	2219557	188489	840817	939990	1130336	91989	635472
2021-03-06	7560572	191543	144413	47130	6416870	236861	906841	5091483	2469089	0.06122	0.02969	3196108	3436173	291048	1484521	2222944	2295279	197481	843151	973164	1140894	93567	641370
2021-03-07	7707756	147184	112917	34267	6500404	243343	964009	5204400	2503356	0.06258	0.03010	3268565	3499085	299310	1489406	2270589	2350805	204911	844623	997976	1148280	94399	644783
2021-03-08	7936513	228757	175671	53086	6636390	254555	1045568	5380071	2556442	0.06469	0.03074	3387321	3588509	315954	1501928	2352066	2426755	219842	850022	1035255	1161754	96112	651906
2021-03-09	8179914	243401	188569	54832	6776549	265935	1137430	5568640	2611274	0.06696	0.03140	3507552	3686976	333194	1515241	2432991	2513645	235175	856136	1074561	1173331	98019	659105
2021-03-10	8447309	267395	201342	66053	6932699	276580	1238030	5769982	2677327	0.06938	0.03219	3638560	3792378	352834	1529023	2515059	2608256	252916	863010	1123501	1184122	99918	666013
2021-03-11	8716654	269345	208569	60776	7082319	288039	1346296	5978551	2738103	0.07189	0.03292	3767337	3905542	372862	1541694	2597726	2710004	271514	869538	1169611	1195538	101348	672156
