covidKapazitaetFreiIv,date,freieIvKapazitaet
56,"2021-04-07T12:15:00+02:00",227
62,"2021-04-08T12:15:00+02:00",224
64,"2021-04-09T12:15:00+02:00",225
71,"2021-04-10T12:15:00+02:00",229
72,"2021-04-11T12:15:00+02:00",240
64,"2021-04-12T12:15:00+02:00",231
53,"2021-04-13T12:15:00+02:00",219
62,"2021-04-14T12:15:00+02:00",227
51,"2021-04-15T12:15:00+02:00",195
58,"2021-04-16T12:15:00+02:00",199
62,"2021-04-17T12:15:00+02:00",193
61,"2021-04-18T12:15:00+02:00",202
63,"2021-04-19T12:15:00+02:00",208
57,"2021-04-20T12:15:00+02:00",189
52,"2021-04-21T12:15:00+02:00",179
55,"2021-04-22T12:15:00+02:00",180
65,"2021-04-23T12:15:00+02:00",205
57,"2021-04-24T12:15:00+02:00",205
56,"2021-04-25T12:15:00+02:00",219
56,"2021-04-26T12:15:00+02:00",208
57,"2021-04-27T12:15:00+02:00",201
59,"2021-04-28T12:15:00+02:00",201
67,"2021-04-29T12:15:00+02:00",201
57,"2021-04-30T12:15:00+02:00",198
59,"2021-05-01T12:15:00+02:00",194
62,"2021-05-02T12:15:00+02:00",207
64,"2021-05-03T12:15:00+02:00",208
53,"2021-05-04T12:15:00+02:00",189
62,"2021-05-05T12:15:00+02:00",209
61,"2021-05-06T12:15:00+02:00",193
64,"2021-05-07T12:15:00+02:00",207
60,"2021-05-08T12:15:00+02:00",194
57,"2021-05-09T12:15:00+02:00",204
61,"2021-05-10T12:15:00+02:00",208
66,"2021-05-11T12:15:00+02:00",201
60,"2021-05-12T12:15:00+02:00",189
56,"2021-05-13T12:15:00+02:00",212
62,"2021-05-14T12:15:00+02:00",223
65,"2021-05-15T12:15:00+02:00",208
65,"2021-05-16T12:15:00+02:00",211
66,"2021-05-17T12:15:00+02:00",217
57,"2021-05-18T12:15:00+02:00",187
63,"2021-05-19T12:15:00+02:00",204
52,"2021-05-20T12:15:00+02:00",198
59,"2021-05-21T12:15:00+02:00",230
65,"2021-05-22T12:15:00+02:00",236
59,"2021-05-23T12:15:00+02:00",237
66,"2021-05-24T12:15:00+02:00",236
71,"2021-05-25T12:15:00+02:00",254
71,"2021-05-26T12:15:00+02:00",243
68,"2021-05-27T12:15:00+02:00",242
68,"2021-05-28T12:15:00+02:00",247
77,"2021-05-29T12:15:00+02:00",258
77,"2021-05-30T12:15:00+02:00",254
68,"2021-05-31T12:15:00+02:00",247
65,"2021-06-01T12:15:00+02:00",250
67,"2021-06-02T12:15:00+02:00",250
66,"2021-06-03T12:15:00+02:00",246
75,"2021-06-04T12:15:00+02:00",260
75,"2021-06-05T12:15:00+02:00",252
77,"2021-06-06T12:15:00+02:00",275
79,"2021-06-07T12:15:00+02:00",272
65,"2021-06-08T12:15:00+02:00",249
64,"2021-06-09T12:15:00+02:00",251
66,"2021-06-10T12:15:00+02:00",259
73,"2021-06-11T12:15:00+02:00",271
76,"2021-06-12T12:15:00+02:00",274
83,"2021-06-13T12:15:00+02:00",304
88,"2021-06-14T12:15:00+02:00",302
85,"2021-06-15T12:15:00+02:00",297
85,"2021-06-16T12:15:00+02:00",300
78,"2021-06-17T12:15:00+02:00",288
93,"2021-06-18T12:15:00+02:00",294
97,"2021-06-19T12:15:00+02:00",307
101,"2021-06-20T12:15:00+02:00",319
110,"2021-06-21T12:15:00+02:00",319
100,"2021-06-22T12:15:00+02:00",300
99,"2021-06-23T12:15:00+02:00",307
86,"2021-06-24T12:15:00+02:00",292
94,"2021-06-25T12:15:00+02:00",304
94,"2021-06-26T12:15:00+02:00",322
94,"2021-06-27T12:15:00+02:00",321
93,"2021-06-28T12:15:00+02:00",309
89,"2021-06-29T12:15:00+02:00",305
89,"2021-06-30T12:15:00+02:00",298
84,"2021-07-01T12:15:00+02:00",262
86,"2021-07-02T12:15:00+02:00",271
88,"2021-07-03T12:15:00+02:00",278
91,"2021-07-04T12:15:00+02:00",305
85,"2021-07-05T12:15:00+02:00",293
81,"2021-07-06T12:15:00+02:00",279
77,"2021-07-07T12:15:00+02:00",280
77,"2021-07-08T12:15:00+02:00",293
74,"2021-07-09T12:15:00+02:00",291
84,"2021-07-10T12:15:00+02:00",284
80,"2021-07-11T12:15:00+02:00",316
76,"2021-07-12T12:15:00+02:00",324
77,"2021-07-13T12:15:00+02:00",296
84,"2021-07-14T12:15:00+02:00",288
95,"2021-07-15T12:15:00+02:00",296
93,"2021-07-16T12:15:00+02:00",297
97,"2021-07-17T12:15:00+02:00",303
102,"2021-07-18T12:15:00+02:00",324
102,"2021-07-19T12:15:00+02:00",306
81,"2021-07-20T12:15:00+02:00",281
83,"2021-07-21T12:15:00+02:00",280
84,"2021-07-22T12:15:00+02:00",278
79,"2021-07-23T12:15:00+02:00",266
84,"2021-07-24T12:15:00+02:00",276
95,"2021-07-25T12:15:00+02:00",299
98,"2021-07-26T12:15:00+02:00",303
81,"2021-07-27T12:15:00+02:00",265
73,"2021-07-28T12:15:00+02:00",255
75,"2021-07-29T12:15:00+02:00",264
80,"2021-07-30T12:15:00+02:00",263
77,"2021-07-31T12:15:00+02:00",280
79,"2021-08-01T12:15:00+02:00",295
87,"2021-08-02T12:15:00+02:00",299
89,"2021-08-03T12:15:00+02:00",296
82,"2021-08-04T12:15:00+02:00",287
86,"2021-08-05T12:15:00+02:00",289
83,"2021-08-06T12:15:00+02:00",276
82,"2021-08-07T12:15:00+02:00",280
86,"2021-08-08T12:15:00+02:00",302
89,"2021-08-09T12:15:00+02:00",295
95,"2021-08-10T12:15:00+02:00",300
94,"2021-08-11T12:15:00+02:00",321
89,"2021-08-12T12:15:00+02:00",296
97,"2021-08-13T12:15:00+02:00",302
94,"2021-08-14T12:15:00+02:00",301
93,"2021-08-15T12:15:00+02:00",303
101,"2021-08-16T12:15:00+02:00",306

